INDEX,APPID,NAME,POSITIVE,NEGATIVE,RATING
15038,896730,Dare Course,11,4,63.21%
15039,725490,NewOld,11,4,63.21%
15040,442140,Dyadic,11,4,63.21%
15041,434790,Planet 1138,11,4,63.21%
15042,681150,Rainbow Duck,11,4,63.21%
15043,769730,Awkward,11,4,63.21%
15044,542820,DemonicGuestVR,11,4,63.21%
15045,827920,Bounce,11,4,63.21%
15046,612190,Fastigium: Dead End,11,4,63.21%
15047,543710,Cogito,11,4,63.21%
15048,707230,Prison Chainball Massacre,11,4,63.21%
15049,727220,Nightingale Downs,11,4,63.21%
15050,565670,kunlun fight,11,4,63.21%
15051,456980,Parallels Cross,11,4,63.21%
15052,773590,Azusa Online,11,4,63.21%
15053,435480,Trials of the Blood Dragon,86,42,63.21%
15054,862300,ROS,11,4,63.21%
15055,688450,Old Adventure,11,4,63.21%
15056,438360,Infinitesimal Point,11,4,63.21%
15057,571630,Puzzle Island VR,11,4,63.21%
15058,709140,A Dream For Aaron,11,4,63.21%
15059,739410,Zorbit's Orbits,11,4,63.21%
15060,615490,I'm Awesome,11,4,63.21%
15061,628570,Trivia Night,11,4,63.21%
15062,437880,Project Graviton,11,4,63.21%
15063,799670,Volantia,11,4,63.21%
15064,603840,Randall,11,4,63.21%
15065,428920,WinKings,11,4,63.21%
15066,759260,Go All Out,11,4,63.21%
15067,799730,Guard of Wonderland VR,11,4,63.21%
15068,417430,Moto Racer 4,467,248,63.20%
15069,447180,My Secret Pets!,59,28,63.19%
15070,348860,MyDream,59,28,63.19%
15071,691730,FPV Drone Simulator,101,50,63.17%
15072,451340,Gold Rush: The Game,"3,056","1,698",63.17%
15073,874030,To the Core,135,68,63.17%
15074,701160,Kingdom Two Crowns,588,315,63.17%
15075,400360,Adam's Venture Origins,99,49,63.15%
15076,110500,Data Jammers: FastForward,53,25,63.13%
15077,401190,Dinosaur Hunt,"1,915","1,057",63.13%
15078,315850,Amazing Princess Sarah,129,65,63.12%
15079,408250,Eagle Flight,144,73,63.12%
15080,334850,1931: Scheherazade at the Library of Pergamum,76,37,63.11%
15081,33460,From Dust,"1,347",739,63.11%
15082,429700,Squirbs,264,138,63.10%
15083,905450,NASCAR Heat 3,74,36,63.09%
15084,489000,The Infinite Black,110,55,63.09%
15085,312360,To End All Wars,93,46,63.09%
15086,315060,Bloop Reloaded,205,106,63.09%
15087,328460,Redline,49,23,63.09%
15088,570970,ARENA an Age of Barbarians story,74,36,63.09%
15089,618610,Endless Horde,72,35,63.07%
15090,301050,Night Shift,72,35,63.07%
15091,305490,Heileen 3: New Horizons,47,22,63.07%
15092,389310,Tic-Toc-Tower,47,22,63.07%
15093,398630,Twisted Lands Trilogy Collector's Edition,47,22,63.07%
15094,352790,Futuridium EP Deluxe,13,5,63.06%
15095,352740,Princess Battles,13,5,63.06%
15096,751330,Battery Jam,13,5,63.06%
15097,651050,Fast Rolling,13,5,63.06%
15098,745930,Ancient Treasure,13,5,63.06%
15099,710520,Super Trashforce,13,5,63.06%
15100,883670,V.T.,13,5,63.06%
15101,364750,Hacker Evolution Source Code,13,5,63.06%
15102,623670,Moe Mekuri SP - ????????????SP -,13,5,63.06%
15103,525540,Six Feet Under,13,5,63.06%
15104,799620,Grim Wanderings,13,5,63.06%
15105,532690,Neo ATLAS 1469,13,5,63.06%
15106,514080,Deadly Dozen,13,5,63.06%
15107,817470,ToaZZle,13,5,63.06%
15108,680550,Zombie Waiting,13,5,63.06%
15109,451350,Tropical Fish Shop 2,13,5,63.06%
15110,529920,Resurgence,13,5,63.06%
15111,708450,Pembrey,13,5,63.06%
15112,669930,MIND BLOX,13,5,63.06%
15113,36300,Cake Mania Main Street,13,5,63.06%
15114,396870,Catyph: The Kunci Experiment,13,5,63.06%
15115,768540,Dinosaurs Prehistoric Survivors,13,5,63.06%
15116,580880,City of Rott: Streets of Rott,13,5,63.06%
15117,941480,Giraffe Town,13,5,63.06%
15118,759060,Ground Runner: Trials,13,5,63.06%
15119,913450,DareSora: Tears for an Unknown Sky,13,5,63.06%
15120,567480,HEPH,13,5,63.06%
15121,730120,Micro Miners,13,5,63.06%
15122,42210,Nancy Drew: Secrets Can Kill,45,21,63.05%
15123,529130,Expect The Unexpected,45,21,63.05%
15124,293160,AntharioN,106,53,63.05%
15125,517020,Virtual Warfighter,45,21,63.05%
15126,656030,The Lost Legends of Redwall : The Scout,45,21,63.05%
15127,34800,Chronicles of Mystery: The Scorpio Ritual,45,21,63.05%
15128,454180,CrazyCars3D,134,68,63.04%
15129,499610,Copter and Sky,43,20,63.03%
15130,338050,Anoxemia,241,126,63.02%
15131,445870,Phantom Trigger,41,19,63.01%
15132,370040,Lilly and Sasha: Nexus of Souls,41,19,63.01%
15133,471770,"In Case of Emergency, Release Raptor",41,19,63.01%
15134,508230,Anime Studio Simulator,41,19,63.01%
15135,625430,Doodle God Blitz,334,177,63.01%
15136,489570,Antisphere,41,19,63.01%
15137,684460,Project Lucie,41,19,63.01%
15138,588890,Heroes of Arca,39,18,63.00%
15139,40420,Tidalis,130,66,63.00%
15140,350770,Giana Sisters 2D,85,42,63.00%
15141,660520,The IOTA Project,39,18,63.00%
15142,485340,The Orchard of Stray Sheep,15,6,62.98%
15143,790600,Stormbound,235,123,62.98%
15144,339230,ZOMBI,"1,001",549,62.98%
15145,587570,Elsewhere High: Chapter 1 - A Visual Novel,37,17,62.98%
15146,448820,Planet in the Shadows,15,6,62.98%
15147,540230,Civil War: 1861,15,6,62.98%
15148,949420,The Energy Lab,15,6,62.98%
15149,744590,Starship Clicker,15,6,62.98%
15150,688800,Paralysis,15,6,62.98%
15151,358310,Blake Stone: Planet Strike,15,6,62.98%
15152,703210,My Little Worms,15,6,62.98%
15153,897300,Hacked: Hentai prison,15,6,62.98%
15154,293960,Spice Road,37,17,62.98%
15155,915160,Anime Girl Or Boy?,15,6,62.98%
15156,547840,Interfectorem,15,6,62.98%
15157,322550,Standpoint,15,6,62.98%
15158,729580,Malzbie's Pinball Collection,37,17,62.98%
15159,479990,Dungeons & Darkness,37,17,62.98%
15160,759500,Dragon Hunter,15,6,62.98%
15161,632840,CYBER (VR),15,6,62.98%
15162,594310,Reflection of a Fallen Feather,15,6,62.98%
15163,380560,Spandex Force: Champion Rising,15,6,62.98%
15164,602140,The Uncertain: VR Experience,15,6,62.98%
15165,400350,Battle Fleet Ground Assault,15,6,62.98%
15166,763650,Comets Wake,15,6,62.98%
15167,17180,Mosby's Confederacy,15,6,62.98%
15168,799530,Psychopathics,15,6,62.98%
15169,487420,Space Radiance,15,6,62.98%
15170,788540,Vivez Versailles,15,6,62.98%
15171,513420,VR Escape the space station,37,17,62.98%
15172,839500,DAOKER: A BANISHED TIGER,35,16,62.96%
15173,289280,El Matador,139,71,62.96%
15174,753900,End Space,35,16,62.96%
15175,931260,Multibombers,81,40,62.95%
15176,339290,Castle,163,84,62.95%
15177,690810,Killing Floor: Incursion,196,102,62.94%
15178,260710,Dark Fall 2: Lights Out,33,15,62.94%
15179,262510,Crimson Room: Decade,33,15,62.94%
15180,745370,Purple Heart,33,15,62.94%
15181,253190,Kingdom Wars 2: Battles,612,332,62.94%
15182,597200,Epic Little War Game,17,7,62.93%
15183,679220,HYPER DRIVE - The Insane Gravity Race,17,7,62.93%
15184,279920,Infinity Runner,79,39,62.93%
15185,716940,Grape Jelly,17,7,62.93%
15186,631920,Somewhere on Zibylon,17,7,62.93%
15187,800240,Ghostly Matter,17,7,62.93%
15188,364100,Space Robot Samurai Zombie Slayer,17,7,62.93%
15189,393930,RoShamBo Arena,289,153,62.93%
15190,291610,Growing Pains,17,7,62.93%
15191,526680,Lifeliqe VR Museum,17,7,62.93%
15192,550450,Sparkle Unleashed,17,7,62.93%
15193,915600,Them & Us,17,7,62.93%
15194,528110,Tennis Elbow Manager,17,7,62.93%
15195,578470,Break Time!,17,7,62.93%
15196,568780,Multishop Tycoon Deluxe,17,7,62.93%
15197,980060,"???????? 2! - ??????????, ??????????, ?????????? ????????????",17,7,62.93%
15198,494740,Police Quest Collection,31,14,62.92%
15199,923890,Yet another tower defence,31,14,62.92%
15200,347940,Forsaken Isle,205,107,62.92%
15201,614970,Qbike: Cyberpunk Motorcycles,31,14,62.92%
15202,525380,Demon Peak,109,55,62.92%
15203,722250,Feeding The Monster,29,13,62.91%
15204,650680,Golem Creation Kit,29,13,62.91%
15205,712530,Chamber of Darkness,29,13,62.91%
15206,973390,Empires:The Rise,29,13,62.91%
15207,363180,Tenshu General,19,8,62.90%
15208,349020,Hyperspace Pinball,27,12,62.90%
15209,270110,Block Story,285,151,62.90%
15210,457520,Moustache Mountain,77,38,62.90%
15211,350880,Archamon,19,8,62.90%
15212,891100,Ray of Light,19,8,62.90%
15213,314120,Frayed Knights: The Skull of S'makh-Daon,19,8,62.90%
15214,644010,Racing Glider,19,8,62.90%
15215,260000,YOU DON'T KNOW JACK MOVIES,27,12,62.90%
15216,201830,Jurassic Park: The Game,"1,089",601,62.90%
15217,791030,Super Tits Rush,27,12,62.90%
15218,806610,Trivia Vault Basketball Trivia,19,8,62.90%
15219,904350,Space Hurricane Storm: 2 Edition,19,8,62.90%
15220,326470,Space Warp,27,12,62.90%
15221,514010,Football Mogul 15,19,8,62.90%
15222,332810,Midnight Mysteries: Witches of Abraham - Collector's Edition,19,8,62.90%
15223,555890,Burgers 2,19,8,62.90%
15224,384010,Castles,25,11,62.89%
15225,391640,Stage Presence,21,9,62.89%
15226,401970,Hypatia,21,9,62.89%
15227,384200,Raging Justice,25,11,62.89%
15228,336280,Chronicles of a Dark Lord: Episode 1 Tides of Fate Complete,58,28,62.89%
15229,314540,Paper Monsters Recut,25,11,62.89%
15230,500480,Fist of Physics,25,11,62.89%
15231,783470,Trials of The Illuminati: Assorted Jigsaws,21,9,62.89%
15232,396320,Tank Battle: 1944,25,11,62.89%
15233,399260,Alice's Mom's Rescue,25,11,62.89%
15234,588630,Draw Rider 2,21,9,62.89%
15235,462220,Mahjong Deluxe 3,58,28,62.89%
15236,534910,3D Arcade Fishing,21,9,62.89%
15237,843520,The Last Front,21,9,62.89%
15238,111300,Smash Cars,21,9,62.89%
15239,572040,Felis: Cat Saving Platformer,21,9,62.89%
15240,752700,Abscond,21,9,62.89%
15241,634180,Darkarta: A Broken Heart's Quest Standard Edition,25,11,62.89%
15242,676000,Bloody Mice,25,11,62.89%
15243,703070,ZOMBIE CAR MASSACRE,21,9,62.89%
15244,459160,Allods Online My.com,190,99,62.89%
15245,697370,LINX BATTLE ARENA,21,9,62.89%
15246,746570,Box Looter 2018,21,9,62.89%
15247,773520,Refight: Burning Engine,75,37,62.88%
15248,671200,GAIA 2200,23,10,62.88%
15249,575090,Flame of Memory,23,10,62.88%
15250,666730,This Merchant Life,23,10,62.88%
15251,366860,Spy Bugs,23,10,62.88%
15252,455960,Domain Defense,23,10,62.88%
15253,971460,FPS Training,23,10,62.88%
15254,528070,Solitaire Beach Season,23,10,62.88%
15255,683000,Evasion,23,10,62.88%
15256,831100,Brother Perro,23,10,62.88%
15257,346440,Musclecar Online,23,10,62.88%
15258,738000,Achievement Lurker: Respectable Accomplishment,23,10,62.88%
15259,208710,Colour Bind,23,10,62.88%
15260,451990,Cranks and Goggles,75,37,62.88%
15261,398930,MacGuffin,23,10,62.88%
15262,32390,STAR WARS??? Jedi Knight: Mysteries of the Sith???,355,190,62.87%
15263,636320,Depth of Extinction,73,36,62.85%
15264,362410,Adam's Venture Chronicles,116,59,62.85%
15265,217690,Anna - Extended Edition,877,483,62.84%
15266,345700,Echo Tokyo: An Intro,88,44,62.84%
15267,444260,Mindless Running,235,124,62.83%
15268,371010,Nomad Fleet,101,51,62.83%
15269,409340,Perraw - FPS Clone War,71,35,62.82%
15270,635880,Chicken Labyrinth Puzzles,86,43,62.82%
15271,582810,Awesome Metal Detecting,71,35,62.82%
15272,496340,Fighting Fantasy Legends,71,35,62.82%
15273,430080,Elysium: Blood Games,52,25,62.81%
15274,743890,Mega Man X Legacy Collection / ROCKMAN X ANNIVERSARY COLLECTION,508,276,62.81%
15275,255260,Pro Cycling Manager 2014,158,82,62.80%
15276,960090,Bloons TD 6,249,132,62.79%
15277,429280,Gems of the Aztecs,69,34,62.79%
15278,488580,Hover 2030,50,24,62.78%
15279,624090,Football Manager 2018,"4,314","2,455",62.77%
15280,33110,Alien Shooter: Revisited,143,74,62.76%
15281,699040,Millidor,67,33,62.76%
15282,779650,Ready Player One: OASIS beta,196,103,62.76%
15283,251690,Speedball 2 HD,344,185,62.75%
15284,298260,Only If,"3,753","2,134",62.74%
15285,375710,The Adventures of Mr. Bobley,241,128,62.73%
15286,312900,Zoo Rampage,80,40,62.73%
15287,300630,Pure Chess,65,32,62.73%
15288,369110,The Swindle,268,143,62.72%
15289,334070,Hektor,598,328,62.71%
15290,576260,Winds Of Trade,78,39,62.70%
15291,373360,Cast of the Seven Godsends - Redux,91,46,62.70%
15292,328600,Frozen Synapse Prime,190,100,62.70%
15293,421060,Age of Steel: Recharge,137,71,62.69%
15294,776580,Abasralsa,137,71,62.69%
15295,353940,Aces of the Luftwaffe,44,21,62.68%
15296,501760,Francisca,157,82,62.68%
15297,639300,Age of Gladiators II: Death League,44,21,62.68%
15298,801510,Only You,44,21,62.68%
15299,555510,MachiaVillain,235,125,62.68%
15300,365020,Gynophobia,323,174,62.68%
15301,744420,Adventures Of Pipi,76,38,62.67%
15302,2780,Arma: Combat Operations,146,76,62.67%
15303,271860,Super Killer Hornet: Resurrection,508,278,62.67%
15304,717990,Bloodworks,61,30,62.67%
15305,650670,Grimoire : Heralds of the Winged Exemplar,249,133,62.65%
15306,284410,Cornerstone: The Song Of Tyrim,42,20,62.64%
15307,774911,The Master,42,20,62.64%
15308,344240,Man O' War: Corsair,367,199,62.64%
15309,390200,Queen's Quest: Tower of Darkness,111,57,62.64%
15310,600280,Supreme Ruler The Great War,42,20,62.64%
15311,331450,Finding Nemo,42,20,62.64%
15312,402030,Zenohell,42,20,62.64%
15313,505750,Trimmer Tycoon,438,239,62.63%
15314,21010,Watchmen: The End Is Nigh,227,121,62.62%
15315,555010,M.E.R.C.,40,19,62.61%
15316,688360,Destiny of Blood,40,19,62.61%
15317,945300,Dwarf Swordsman,85,43,62.61%
15318,365560,Battle of the Bulge,72,36,62.61%
15319,382180,Devilry,40,19,62.61%
15320,824170,Relic Raiders,57,28,62.60%
15321,57730,Patrician IV: Rise of a Dynasty,96,49,62.59%
15322,893330,Voxel Race,38,18,62.57%
15323,452970,Asemblance,70,35,62.57%
15324,783450,HYPERGUN,38,18,62.57%
15325,754620,High School Simulator 2018,70,35,62.57%
15326,365880,Mirrored - Chapter 1,70,35,62.57%
15327,571720,One Piece: Unlimited World Red - Deluxe Edition,70,35,62.57%
15328,347630,16 Bit Arena,38,18,62.57%
15329,661960,Dragon Lords: 3D Strategy,55,27,62.56%
15330,73210,Sengoku,201,107,62.54%
15331,529490,Rogue Trooper Redux,68,34,62.54%
15332,209520,Mini Motor Racing EVO,406,222,62.54%
15333,205550,Foreign Legion: Multi Massacre,201,107,62.54%
15334,788970,Captain Nemo,36,17,62.53%
15335,233510,Lunnye Devitsy,103,53,62.53%
15336,732000,H.I.S.T.O.R.Y T.O.R.C.H.K.A 2,36,17,62.53%
15337,587290,The Thing With Mistletoes,36,17,62.53%
15338,335660,CAFE 0 ~The Drowned Mermaid~,92,47,62.53%
15339,877360,18+,53,26,62.52%
15340,29120,Yumsters! 2: Around the World!,53,26,62.52%
15341,734120,Bonbon,53,26,62.52%
15342,336010,MXGP - The Official Motocross Videogame Compact,53,26,62.52%
15343,327090,Out of Reach,"1,490",843,62.52%
15344,831810,Bane of Asphodel,53,26,62.52%
15345,547520,Rapture - World Conquest,4,1,62.51%
15346,548220,Paladin,4,1,62.51%
15347,785590,The Real Laser Ball,4,1,62.51%
15348,674910,Testbed Terror,4,1,62.51%
15349,566200,"Minions, Monsters, and Madness",4,1,62.51%
15350,733870,King of the Eggs,4,1,62.51%
15351,694520,His Chuunibyou Cannot Be Cured!,4,1,62.51%
15352,993890,Scribble+,4,1,62.51%
15353,48150,Voodoo Dice,4,1,62.51%
15354,720600,Halloween: Jigsaw Puzzles,4,1,62.51%
15355,760580,INSPACE 2980,4,1,62.51%
15356,861160,Argos,4,1,62.51%
15357,557940,The Muybridge Mausoleum,4,1,62.51%
15358,893450,Life After The Living,4,1,62.51%
15359,658800,Fantasy Mosaics 16: Six Colors in Wonderland,4,1,62.51%
15360,837800,Red Riding Hood - Star Crossed Lovers,4,1,62.51%
15361,860550,Secrets of the Past: Dion,4,1,62.51%
15362,966370,Bravado,4,1,62.51%
15363,800330,Color Circle,4,1,62.51%
15364,570060,TacoFace,4,1,62.51%
15365,837270,Tharn,4,1,62.51%
15366,993780,Jewel Match Solitaire Winterscapes,4,1,62.51%
15367,646680,Roman Adventures - Britons. Season 1,4,1,62.51%
15368,800910,FriendZoned Archer,4,1,62.51%
15369,436950,Mosaic Maze,4,1,62.51%
15370,933210,Heart Chain Kitty,4,1,62.51%
15371,559360,Brocat: the B Game,4,1,62.51%
15372,296810,Jump Tanks,4,1,62.51%
15373,674120,Cruentis The Murderer vol.1,4,1,62.51%
15374,831450,Kolb Antarctica Experience,4,1,62.51%
15375,649000,You Shall Not Jump: PC Master Race Edition,4,1,62.51%
15376,831510,Another Brick in Space,4,1,62.51%
15377,567840,Brush Up VR,4,1,62.51%
15378,829040,Light Borrower,4,1,62.51%
15379,898460,Outback Survival,4,1,62.51%
15380,898940,VirtuaCreature,4,1,62.51%
15381,751670,Cloud Chasers - Journey of Hope,4,1,62.51%
15382,753490,Lamplight Station,4,1,62.51%
15383,951810,Black Hangman,4,1,62.51%
15384,863750,Krim: The Music Bot,4,1,62.51%
15385,786770,Z: The End,4,1,62.51%
15386,730180,Bits n Bullets,4,1,62.51%
15387,790960,Beer Ranger,4,1,62.51%
15388,931430,Land of an Endless Journey,4,1,62.51%
15389,870740,BowmanVSZombies,4,1,62.51%
15390,928830,Choice of Broadsides: HMS Foraker,4,1,62.51%
15391,50940,Hidden Expedition Titanic,4,1,62.51%
15392,994350,The Seduction of Shaqeera VR,4,1,62.51%
15393,547000,Septic Savages,4,1,62.51%
15394,997370,SimpleMovie,4,1,62.51%
15395,833540,The Platformer Gun,4,1,62.51%
15396,653970,Virtual Temple: Order of the Golden Dawn,4,1,62.51%
15397,750420,Super Dashmatch,4,1,62.51%
15398,833940,Vertigo FPS,4,1,62.51%
15399,758220,Osmorrow,4,1,62.51%
15400,733520,LOGistICAL: Switzerland,4,1,62.51%
15401,628100,NOBUNAGA???S AMBITION: Shouseiroku with Power Up Kit,4,1,62.51%
15402,899370,Quick Maths: addition and subtraction,4,1,62.51%
15403,862790,13 Cycles,4,1,62.51%
15404,831680,Hero Go,4,1,62.51%
15405,496790,Nothin' But Net,4,1,62.51%
15406,492400,Thunder Gun: Revenge of the Mutants,4,1,62.51%
15407,733030,Famousity,4,1,62.51%
15408,489810,BlockAid,4,1,62.51%
15409,956620,Talk to Yuno,4,1,62.51%
15410,653080,Inflatality,4,1,62.51%
15411,872360,Fruit Hoop,4,1,62.51%
15412,701010,Gurugedara,4,1,62.51%
15413,597020,All-Star Fielding Challenge VR,4,1,62.51%
15414,671540,Pizza Hunt! How to hunt pizza (And Not Die Doing It),4,1,62.51%
15415,806990,EverHero,4,1,62.51%
15416,856240,Total Singu,4,1,62.51%
15417,693380,Neckbeards: Basement Arena,4,1,62.51%
15418,523570,AcrossFlash,4,1,62.51%
15419,666850,Beyond the Horizon,4,1,62.51%
15420,666910,Malfunction,4,1,62.51%
15421,906660,Seacurity Breach,4,1,62.51%
15422,665240,Fateholders of Tetsoidea,4,1,62.51%
15423,737730,TrES-2b,4,1,62.51%
15424,847860,Die In The Dark,4,1,62.51%
15425,341490,Undead Legions II,4,1,62.51%
15426,511120,ikenie,4,1,62.51%
15427,507140,Tesla's Tower: The Wardenclyffe Mystery,4,1,62.51%
15428,323020,Destructamundo,4,1,62.51%
15429,976070,Bad Note ???????????????,4,1,62.51%
15430,782190,The Seven Districts of Sin: The Tail Makes the Fox - Episode 1,4,1,62.51%
15431,704990,OSES,4,1,62.51%
15432,620330,Scrapper,4,1,62.51%
15433,664590,Airi's World,4,1,62.51%
15434,822750,Try to seize me,4,1,62.51%
15435,582440,Nine,4,1,62.51%
15436,700400,Planet Bash,4,1,62.51%
15437,777850,Cannon Crew,4,1,62.51%
15438,696910,The Legend of the Dragonflame High School,4,1,62.51%
15439,306410,Crystals of Time,599,332,62.51%
15440,780630,The Painter's Apprentice,4,1,62.51%
15441,343250,Gene,4,1,62.51%
15442,999360,soul room,4,1,62.51%
15443,597670,Exterminator,4,1,62.51%
15444,941350,Connectome:Pain Control,4,1,62.51%
15445,743340,Tanks Meet Zombies,4,1,62.51%
15446,788900,VR_PlayRoom : Episode1(Escape Room - Horror),4,1,62.51%
15447,855650,TRIGGER,4,1,62.51%
15448,906950,Bomb Riders,4,1,62.51%
15449,806840,Guiding Hand VR,4,1,62.51%
15450,910150,Roving in the Dark,4,1,62.51%
15451,844080,Trials of The Illuminati: Snack Time Jigsaw Puzzles,4,1,62.51%
15452,909630,Desktop Dynasties,4,1,62.51%
15453,943970,DJ Whip VR,4,1,62.51%
15454,780710,TURRET SYNDROME VR,4,1,62.51%
15455,453470,Hacked,4,1,62.51%
15456,738730,Family Jewels,4,1,62.51%
15457,816610,HandyCopter,4,1,62.51%
15458,638060,Majestic Trials,4,1,62.51%
15459,783720,Ninja Striker!,4,1,62.51%
15460,571680,Birthseederia,4,1,62.51%
15461,893090,Mad Factory,4,1,62.51%
15462,590440,Carlos III y la difusi??n de la antig??edad,4,1,62.51%
15463,551840,Crystal Shard Adventure Bundle,4,1,62.51%
15464,4290,RACE: Caterham Expansion,4,1,62.51%
15465,802310,PingPong Kings VR,4,1,62.51%
15466,946690,Tank survival Game,4,1,62.51%
15467,503750,Splash Blast Panic,4,1,62.51%
15468,659570,LQVE: Lion Quest Versus Expanded,4,1,62.51%
15469,401170,Birth of Shadows,4,1,62.51%
15470,968300,Super Chains,4,1,62.51%
15471,660110,DepthMera,4,1,62.51%
15472,968320,Alpha & Beta,4,1,62.51%
15473,766780,STAX,4,1,62.51%
15474,582200,The Physiology of the Eye,4,1,62.51%
15475,807960,Poly World,4,1,62.51%
15476,691570,Wingless,4,1,62.51%
15477,36130,Tradewinds Caravans,4,1,62.51%
15478,483490,Circuitous,4,1,62.51%
15479,822640,Squids Odyssey,4,1,62.51%
15480,565650,SWAM,4,1,62.51%
15481,454780,Atriage,4,1,62.51%
15482,706370,LOGistICAL: USA - Oregon,4,1,62.51%
15483,975600,Roguelite,4,1,62.51%
15484,477190,Epic Snowday Adventure,4,1,62.51%
15485,708250,Lava Rolling Kid,4,1,62.51%
15486,526440,vRhythm,4,1,62.51%
15487,416840,Color By,4,1,62.51%
15488,1000100,???????????????????????????,4,1,62.51%
15489,581460,QuiVr Vanguard,4,1,62.51%
15490,287580,Pandora: First Contact,329,179,62.50%
15491,252570,Depths of Fear :: Knossos,256,138,62.50%
15492,574070,Space Wars: Interstellar Empires,112,58,62.50%
15493,390310,Little King's Story,101,52,62.50%
15494,3050,Xpand Rally Xtreme,66,33,62.50%
15495,347690,Natural Soccer,34,16,62.49%
15496,340210,Predestination,34,16,62.49%
15497,315650,Deep Under the Sky,34,16,62.49%
15498,367550,Rugby League Team Manager 2015,34,16,62.49%
15499,816810,Unlight:SchizoChronicle,51,25,62.48%
15500,852500,WorldQuest,51,25,62.48%
15501,279160,Ultionus: A Tale of Petty Revenge,168,89,62.48%
15502,698740,Loot'N Shoot,64,32,62.46%
15503,302330,Tex Murphy: Mean Streets,32,15,62.45%
15504,113400,APB Reloaded,"19,886","11,665",62.45%
15505,273590,Descent 3,32,15,62.45%
15506,396360,LocoSoccer,128,67,62.45%
15507,385860,Tachyon Project,32,15,62.45%
15508,777040,Criminal Bundle,32,15,62.45%
15509,51010,My Tribe,32,15,62.45%
15510,928060,Hentai Lady,32,15,62.45%
15511,467390,Approaching Blocks,164,87,62.44%
15512,859900,Owen to have fun!,49,24,62.44%
15513,335830,Distant Star: Revenant Fleet,173,92,62.44%
15514,622040,Zooicide,164,87,62.44%
15515,684580,Shoppe Keep 2,532,295,62.43%
15516,400370,Normality,189,101,62.42%
15517,2920,Sub Command,30,14,62.40%
15518,731720,DOOMED,30,14,62.40%
15519,419590,Tales from the Void,30,14,62.40%
15520,987910,WarZone Flashpoint,30,14,62.40%
15521,371900,Pillar,30,14,62.40%
15522,409040,Herolike,30,14,62.40%
15523,341700,Cahors Sunset,47,23,62.39%
15524,372330,Beauty Bounce,47,23,62.39%
15525,359280,Heroes of Loot,47,23,62.39%
15526,527430,"Warhammer 40,000: Inquisitor - Martyr","3,259","1,881",62.38%
15527,528510,Turbo Pug 3D,185,99,62.38%
15528,767390,Dakar 18,217,117,62.37%
15529,375180,Lunch Truck Tycoon,167,89,62.37%
15530,282780,Stick 'Em Up 2,82,42,62.36%
15531,317760,Always Sometimes Monsters Demo,28,13,62.35%
15532,787840,Blacksmith,28,13,62.35%
15533,771460,Stickman Race Draw,28,13,62.35%
15534,293420,Heldric - The legend of the shoemaker,28,13,62.35%
15535,867140,WIN THE GAME: WTF!,28,13,62.35%
15536,505080,Gakuen Club,28,13,62.35%
15537,504630,Broomball,28,13,62.35%
15538,501940,Hikikomori No Chuunibyou,28,13,62.35%
15539,689180,Trivia Vault: 1980's Trivia,28,13,62.35%
15540,690240,Trivia Vault: Classic Rock Trivia,28,13,62.35%
15541,342970,Pixel Survivors,156,83,62.34%
15542,557520,Torn,58,29,62.34%
15543,402300,Dungeon Manager ZV,45,22,62.34%
15544,556010,Neon Arena,45,22,62.34%
15545,204860,Men of War: Condemned Heroes,181,97,62.33%
15546,637670,Secret of Mana,894,505,62.33%
15547,463000,Hero Battle,100,52,62.32%
15548,499950,Metal Assault - Gigaslave - Europe,69,35,62.32%
15549,299780,Noir Syndrome,109,57,62.31%
15550,426170,Defragmented,26,12,62.31%
15551,569430,A Demon's Game - Episode 1,26,12,62.31%
15552,482440,ESSENCE,26,12,62.31%
15553,741630,Reroll: Back to the throne,26,12,62.31%
15554,586980,MadOut2 BigCityOnline,211,114,62.31%
15555,642000,Regenesis Arcade Lite,26,12,62.31%
15556,500320,A Tale of Caos: Overture,26,12,62.31%
15557,910320,???????????????2018,43,21,62.30%
15558,796290,World of Tennis: Roaring ???20s,43,21,62.30%
15559,579840,Bloody Trapland 2: Curiosity,56,28,62.29%
15560,400200,The Mystery of a Lost Planet,56,28,62.29%
15561,561970,REALITY,56,28,62.29%
15562,344300,Heckabomb,168,90,62.28%
15563,907270,eSports Legend / ??????????,413,229,62.28%
15564,873220,SurvivalZ Battlegrounds,134,71,62.28%
15565,318650,SunAge: Battle for Elysium,67,34,62.28%
15566,302060,Trucks & Trailers,223,121,62.27%
15567,945610,Lil' Arena,24,11,62.26%
15568,713650,Sevgilim Olur musun ?,311,171,62.26%
15569,394450,"Warhammer 40,000: Deathwatch - Enhanced Edition",360,199,62.26%
15570,336770,Pilot Brothers 2,24,11,62.26%
15571,358340,Word Rescue,24,11,62.26%
15572,732870,Goro 2,24,11,62.26%
15573,416080,God Game : The Odyssey,332,183,62.26%
15574,962470,PaPaPub,96,50,62.25%
15575,459100,Epsilon corp.,96,50,62.25%
15576,894830,Hanz Puppetguns,54,27,62.24%
15577,336100,Rooster Teeth vs. Zombiens,41,20,62.24%
15578,111010,The Clockwork Man: The Hidden World,41,20,62.24%
15579,342860,Dark Quest,54,27,62.24%
15580,507050,DOGOS,41,20,62.24%
15581,594370,Crazy Fishing,41,20,62.24%
15582,498340,Shards of Azuria,54,27,62.24%
15583,432250,Soviet City,65,33,62.23%
