INDEX,APPID,NAME,POSITIVE,NEGATIVE,RATING
15584,12470,Port Royale 2,171,92,62.22%
15585,785640,Luminescence,22,10,62.21%
15586,963210,Another Sight - Hodge's Journey,22,10,62.21%
15587,763970,Leisure Suit Larry 1 - In the Land of the Lounge Lizards,22,10,62.21%
15588,404660,Vicky Saves the Big Dumb World,22,10,62.21%
15589,4530,Full Spectrum Warrior: Ten Hammers,74,38,62.20%
15590,581470,Mortifero Motus,451,252,62.19%
15591,343120,Motorbike,39,19,62.19%
15592,596950,Rat Simulator,39,19,62.19%
15593,456780,DUCATI - 90th Anniversary,63,32,62.19%
15594,659250,Panda Love,83,43,62.18%
15595,12830,Operation Flashpoint: Dragon Rising,"1,011",577,62.18%
15596,289780,Requiem,308,170,62.18%
15597,452230,Spellstone,206,112,62.17%
15598,411540,Hybrid Wars,110,58,62.17%
15599,606860,Nephise,110,58,62.17%
15600,477290,Magma Tsunami,190,103,62.16%
15601,219700,Dogs of War Online - Beta,447,250,62.16%
15602,102400,Vertex Dispenser,20,9,62.15%
15603,699240,Keyboard Killers,20,9,62.15%
15604,349530,TableTop Cricket,20,9,62.15%
15605,953900,Pantsu Hunter: Back to the 90s,20,9,62.15%
15606,730030,Ultimate Spinner Simulator - Unstress Yourself,20,9,62.15%
15607,528170,Drop The Bomb,20,9,62.15%
15608,769080,The Little War,20,9,62.15%
15609,622670,Huusuienbu - Chapter Spring and Summer,20,9,62.15%
15610,622170,Offensive Combat: Redux!,211,115,62.15%
15611,256330,WRC 4 FIA WORLD RALLY CHAMPIONSHIP,554,312,62.15%
15612,667130,Clumsy Fred,20,9,62.15%
15613,994770,Hentai Hexa Puzzle,20,9,62.15%
15614,382360,John Wick Chronicles,142,76,62.15%
15615,349260,BlastZone 2,50,25,62.14%
15616,362660,Blue Rose,81,42,62.14%
15617,882940,The Moment We Met,61,31,62.14%
15618,284140,Majestic Nights,61,31,62.14%
15619,511430,CrossWorlds: Escape,50,25,62.14%
15620,433380,Back in 1995,50,25,62.14%
15621,526290,MY FIGHT,37,18,62.13%
15622,508140,Zombitatos the end of the Pc master race,202,110,62.13%
15623,353990,Parvaneh: Legacy of the Light's Guardians,37,18,62.13%
15624,63660,Myst: Masterpiece Edition,149,80,62.13%
15625,958320,A Front Too Far: Normandy,37,18,62.13%
15626,279560,Dracula 4 and 5 - Special Steam Edition,37,18,62.13%
15627,393750,P??O??L??L??E??N,115,61,62.11%
15628,578880,Embrace The Fear,6,2,62.10%
15629,694730,Evil Park,18,8,62.10%
15630,904860,25 Cadre of Death,18,8,62.10%
15631,415980,Quatro Luzes,6,2,62.10%
15632,527900,Grim Tales: The Bride Collector's Edition,6,2,62.10%
15633,925520,Welcome To Bummertown,18,8,62.10%
15634,795310,Devil in the Details,6,2,62.10%
15635,818800,Merrily Perilly,6,2,62.10%
15636,15910,Luxor: Amun Rising,6,2,62.10%
15637,759800,Everyday Lite,18,8,62.10%
15638,905060,Turret Tech,18,8,62.10%
15639,959170,John:Condemned,6,2,62.10%
15640,761220,Live the Guitar,6,2,62.10%
15641,813710,MEGALONIA,18,8,62.10%
15642,628090,NOBUNAGA???S AMBITION: Haouden with Power Up Kit,6,2,62.10%
15643,423780,Zero Gravity,6,2,62.10%
15644,330500,planktOs,6,2,62.10%
15645,40200,ItzaBitza,6,2,62.10%
15646,513920,Desperate Times,6,2,62.10%
15647,626130,Dungeons of Tal'Doria,6,2,62.10%
15648,763070,Overcoming Pain,18,8,62.10%
15649,807730,Draft Day Sports: College Basketball 2018,6,2,62.10%
15650,468150,Trap House,6,2,62.10%
15651,362150,Ashes of Immortality II - Bad Blood,6,2,62.10%
15652,507340,Strike Squadron: Caracar??,6,2,62.10%
15653,976980,The Great Emu War,6,2,62.10%
15654,607360,Center Of Gravity,6,2,62.10%
15655,912420,It's a Trap,6,2,62.10%
15656,781670,The Directed,6,2,62.10%
15657,607120,Police Quest - SWAT 2,18,8,62.10%
15658,671920,Dead Secret Circle,18,8,62.10%
15659,368970,Haywire on Fuel Station Zeta,18,8,62.10%
15660,773150,Subscribe & Punch!,6,2,62.10%
15661,884410,Unnatural,6,2,62.10%
15662,891180,PINPIN BALLBALL,6,2,62.10%
15663,910540,Moon River,6,2,62.10%
15664,855700,Trippy Jump,6,2,62.10%
15665,695910,The Relentless,6,2,62.10%
15666,667880,Dog Theatre,6,2,62.10%
15667,845630,Disdoored,18,8,62.10%
15668,890640,Rampage of the Dead,6,2,62.10%
15669,798260,Armored Animals: H1N1z,18,8,62.10%
15670,463480,A Shooty Bit,6,2,62.10%
15671,682790,Escape the Omnochronom!,6,2,62.10%
15672,799560,Blackbeard's Cove,6,2,62.10%
15673,670240,Snappy Turtle Ultimate,6,2,62.10%
15674,887410,Hurricane Ship Ghost,18,8,62.10%
15675,710250,Pet Squad Racing,6,2,62.10%
15676,795910,Montero,6,2,62.10%
15677,709620,Squareboy vs Bullies: Arena Edition,6,2,62.10%
15678,511660,Beachhead 2002,18,8,62.10%
15679,770020,Royal Tumble,6,2,62.10%
15680,521680,Bandit Kings of Ancient China,6,2,62.10%
15681,771100,Talk to Saki,6,2,62.10%
15682,841950,Echoes III,6,2,62.10%
15683,525460,Sullen: Light is Your Friend,6,2,62.10%
15684,520370,Pigeon Fight,6,2,62.10%
15685,364850,StartBolita,6,2,62.10%
15686,706390,LOGistICAL: Chile,6,2,62.10%
15687,841570,BlindMaze,6,2,62.10%
15688,990850,Yanpai Simulator,6,2,62.10%
15689,33730,18 Wheels of Steel: Extreme Trucker,106,56,62.10%
15690,507080,Baseball Mogul Diamond,18,8,62.10%
15691,664060,Willful,6,2,62.10%
15692,772420,COMPLEX,6,2,62.10%
15693,418170,MicroRC Simulation,6,2,62.10%
15694,670830,VR Trivia Battle,6,2,62.10%
15695,639320,Fading,6,2,62.10%
15696,732070,Lost in the tomb,18,8,62.10%
15697,639240,CodeRed: Agent Sarah's Story - Day One,6,2,62.10%
15698,826170,Laser Ball,6,2,62.10%
15699,821100,The Protocons,6,2,62.10%
15700,949800,Skyland: Heart of the Mountain,6,2,62.10%
15701,491830,Glow,18,8,62.10%
15702,512070,Hue Defense,6,2,62.10%
15703,950810,SquareWorld Unpixeled,6,2,62.10%
15704,337130,Bosch's Damnation,6,2,62.10%
15705,649570,Dash Dash Run!,6,2,62.10%
15706,787640,Shoppe Keep 2 Character Creator Preview,6,2,62.10%
15707,590820,Pixel Stories of Dungeon,6,2,62.10%
15708,293980,Baron Wittard: Nemesis of Ragnarok,6,2,62.10%
15709,542620,Lonelyland VR,6,2,62.10%
15710,935190,Bewitched game,6,2,62.10%
15711,612440,The Cable Center - Virtual Archive,6,2,62.10%
15712,543280,VR Laser Harp,6,2,62.10%
15713,786390,Purgatory Fell,6,2,62.10%
15714,800670,NetStars - VR Goalie Trainer,6,2,62.10%
15715,735530,Time Killers: Spot Race,6,2,62.10%
15716,635590,Vulture Strike,6,2,62.10%
15717,431610,Hubert's Island Adventure: Mouse o' War,6,2,62.10%
15718,1002890,Galaxity,6,2,62.10%
15719,459410,Sector 724,6,2,62.10%
15720,644610,Drums Hero PC,18,8,62.10%
15721,588800,HEVN,6,2,62.10%
15722,490300,Rabbit Island,18,8,62.10%
15723,787690,Math Hero,6,2,62.10%
15724,652000,Quantum Pilot,6,2,62.10%
15725,604630,Build It,6,2,62.10%
15726,574170,Love Engine,6,2,62.10%
15727,604060,Goblin Harvest - The Mighty Quest,6,2,62.10%
15728,956360,Badminton Warrior,6,2,62.10%
15729,686950,AESCULAP?? OrthoPilot??Elite VR Palpation,6,2,62.10%
15730,743000,Progeny VR,6,2,62.10%
15731,403460,SkyScrappers,6,2,62.10%
15732,926470,Kolkhoz: The Red Wedge,6,2,62.10%
15733,852050,Sky Dodge,6,2,62.10%
15734,831250,Maxi Pool Masters VR,6,2,62.10%
15735,810360,Masters of Puzzle,6,2,62.10%
15736,863810,SMASH BOY Ver.KZ,6,2,62.10%
15737,645280,MYSTIC VR,6,2,62.10%
15738,930940,Torii Path,6,2,62.10%
15739,611530,Flagster,88,46,62.09%
15740,275810,7 Wonders of the Ancient World,59,30,62.09%
15741,9980,The UnderGarden,48,24,62.09%
15742,311730,Dead or Alive 5 Last Round,"4,540","2,669",62.08%
15743,304730,Train Fever,"1,936","1,124",62.08%
15744,473910,The Nest,113,60,62.08%
15745,842250,GM Forge - Virtual Tabletop,35,17,62.07%
15746,453680,MiniGolf Mania,35,17,62.07%
15747,937980,Jellyfish Season,35,17,62.07%
15748,539050,Super Island God VR,35,17,62.07%
15749,355800,Space Run Galaxy,469,264,62.07%
15750,688260,Morph Girl,35,17,62.07%
15751,934430,Ragnania HD,586,332,62.06%
15752,593620,The Last Conflict,104,55,62.06%
15753,11150,Sherlock Holmes: The Secret of the Silver Earring,95,50,62.06%
15754,291390,Three Dead Zed,68,35,62.06%
15755,878490,Goblins on Alien Planet,16,7,62.05%
15756,503410,Zombie Camp,16,7,62.05%
15757,595060,Lionheart: Legacy of the Crusader,16,7,62.05%
15758,548080,Space Merchants: Arena,16,7,62.05%
15759,585040,Dry Erase: Infinite VR Whiteboard,16,7,62.05%
15760,607680,Popap,16,7,62.05%
15761,425450,GoatPunks,16,7,62.05%
15762,735240,The last strategist,16,7,62.05%
15763,234290,Zack Zero,245,135,62.05%
15764,549400,Ironclads 2: War of the Pacific,16,7,62.05%
15765,427550,Tibetan Quest: Beyond the World's End,86,45,62.05%
15766,444830,Concrete and Steel,16,7,62.05%
15767,568300,The Sibling Experiment,16,7,62.05%
15768,35310,Clutch,86,45,62.05%
15769,417480,Marcus Level,16,7,62.05%
15770,622020,ATV Drift & Tricks,16,7,62.05%
15771,287780,Derrick the Deathfin,16,7,62.05%
15772,990250,Darkness and Flame: The Dark Side f2p,16,7,62.05%
15773,575430,VR Home,16,7,62.05%
15774,732520,Hinterhalt,16,7,62.05%
15775,512420,Wave Magic VR,16,7,62.05%
15776,517550,The Enlightened League of Bone Builders and the Osseous Enigma Content,16,7,62.05%
15777,776960,Sos i Pie Sos,111,59,62.04%
15778,291690,Empathy: Path of Whispers,57,29,62.04%
15779,229520,Dungeon Hearts,318,177,62.04%
15780,316930,Kings of Kung Fu,370,207,62.04%
15781,709410,AZURA,46,23,62.03%
15782,316890,Calvino Noir,208,114,62.03%
15783,452340,Ian's Eyes,46,23,62.03%
15784,400470,The Seven Years War (1756-1763),66,34,62.01%
15785,610810,Your Friend Hana,288,160,62.01%
15786,897040,Nazi Bunker,14,6,62.00%
15787,790700,BugOut,14,6,62.00%
15788,747330,The adventure of Kroos,14,6,62.00%
15789,12670,Mission Runway,14,6,62.00%
15790,405180,123 Slaughter Me Street,162,88,62.00%
15791,561230,Special Delivery,14,6,62.00%
15792,676070,an Orc's Tale: Kriegsruf,14,6,62.00%
15793,494120,RX squad,14,6,62.00%
15794,566570,Hover Skate VR,14,6,62.00%
15795,677730,Karmasutra,14,6,62.00%
15796,565980,Evertree Inn,14,6,62.00%
15797,723450,Dragon Hunt,14,6,62.00%
15798,813820,Realm Royale,"15,615","9,331",62.00%
15799,253390,Hot Tin Roof: The Cat That Wore A Fedora,109,58,62.00%
15800,724510,The Quiet Sleep,14,6,62.00%
15801,645460,Mind Maze,33,16,62.00%
15802,786180,ReHack,14,6,62.00%
15803,571520,Kalaban,14,6,62.00%
15804,391530,Blast Out,33,16,62.00%
15805,899540,PROTEST,14,6,62.00%
15806,915710,Little Dragons Cafe,14,6,62.00%
15807,417060,UnSummoning: the Spectral Horde,14,6,62.00%
15808,376480,Ohr,14,6,62.00%
15809,732470,Battleship Lonewolf,14,6,62.00%
15810,464530,?????????Cat Meat???,14,6,62.00%
15811,828910,aMAZE Frozen,14,6,62.00%
15812,543350,The Night The Carsons Disappeared,14,6,62.00%
15813,949880,Ninja Code,14,6,62.00%
15814,364380,CINEVEO - Virtual Reality Cinema,75,39,62.00%
15815,847630,Commanager Tycoon,14,6,62.00%
15816,15200,Silent Hunter: Wolves of the Pacific,225,124,61.99%
15817,366640,Shiness: The Lightning Kingdom,183,100,61.99%
15818,331760,Supreme League of Patriots Issue 1: A Patriot Is Born,55,28,61.98%
15819,800560,The Great Tournament 2,8,3,61.97%
15820,613120,Tank Battle: East Front,8,3,61.97%
15821,877380,Factory Manager,8,3,61.97%
15822,604040,Legion Tale,8,3,61.97%
15823,615770,Nancy Drew: Message in a Haunted Mansion,8,3,61.97%
15824,780580,Lost in the Dungeon,44,22,61.97%
15825,878470,70 Seconds Survival,8,3,61.97%
15826,430100,darkcase : the basement,8,3,61.97%
15827,314000,Pool Nation FX,766,439,61.97%
15828,781650,Endlessness,8,3,61.97%
15829,557700,Empyrean,8,3,61.97%
15830,802070,Cluster Dust,8,3,61.97%
15831,427050,Siege - the card game,8,3,61.97%
15832,564720,Werther Quest,8,3,61.97%
15833,555750,Masked Forces,237,131,61.97%
15834,42930,Elven Legacy: Magic,8,3,61.97%
15835,931830,morphe,8,3,61.97%
15836,964460,VR Rome,8,3,61.97%
15837,659000,Meta Star,8,3,61.97%
15838,820070,Cube Universe,8,3,61.97%
15839,713060,The Beanstalk,8,3,61.97%
15840,840690,Setup Developer Tool 2018,8,3,61.97%
15841,871230,Dungeon Rush,8,3,61.97%
15842,526540,8infinity,160,87,61.97%
15843,819400,When Wardens Fall,8,3,61.97%
15844,841320,Whitevale Defender,8,3,61.97%
15845,923420,Farstorm,8,3,61.97%
15846,514140,Elite Warriors: Vietnam,8,3,61.97%
15847,944740,Sanguo Warriors VR2 ???????????????VR2,8,3,61.97%
15848,646300,ChainMan,8,3,61.97%
15849,742340,Super BoxMan Ultra,8,3,61.97%
15850,933380,Tennis Story,8,3,61.97%
15851,597810,Shining Plume 2,8,3,61.97%
15852,831670,SPACE HUNT,8,3,61.97%
15853,833260,catAnod,8,3,61.97%
15854,724130,Radar Warfare,8,3,61.97%
15855,628580,Miniballist,8,3,61.97%
15856,705860,SpaceWalker,8,3,61.97%
15857,874690,Maze And Dagger,8,3,61.97%
15858,670850,Sokoban Land DX,8,3,61.97%
15859,688930,City of Ages: Picture Supportive Text MUD (server and client included),8,3,61.97%
15860,687320,MINE!,8,3,61.97%
15861,775720,Lozenge,8,3,61.97%
15862,775910,Animals Memory: Birds,8,3,61.97%
15863,675620,Alter Cosmos,8,3,61.97%
15864,773010,Hunahpu Quest. Mechanoid,8,3,61.97%
15865,555170,OneManVurgeR,8,3,61.97%
15866,676340,Undarkened,8,3,61.97%
15867,3610,Mystery P.I.: Lost in Los Angeles,8,3,61.97%
15868,521420,Bunka no Kenkyu - Revival of Queen Leyak -,8,3,61.97%
15869,987590,Dots Pop : Sexy Hentai Girls,8,3,61.97%
15870,495830,Endless Labyrinth,8,3,61.97%
15871,486630,Toxic Terror,8,3,61.97%
15872,979890,Allison's Diary: Rebirth,8,3,61.97%
15873,843630,Project RAT,8,3,61.97%
15874,522610,Lord of the Seal,8,3,61.97%
15875,698040,Legends of the Universe - Cosmic Bounty,8,3,61.97%
15876,915820,Amethlion,8,3,61.97%
15877,916560,Battlefield Supremacy,8,3,61.97%
15878,772060,Harvester of Dreams : Episode 1,8,3,61.97%
15879,645940,OneScreen Solar Sails,12,5,61.96%
15880,496320,Running Gods,12,5,61.96%
15881,23150,Fluttabyes,12,5,61.96%
15882,790860,Chocolate makes you happy 3,12,5,61.96%
15883,8350,Strong Bad Episode 2: Strong Badia the Free,12,5,61.96%
15884,831070,The Cabinets of Doctor Arcana,12,5,61.96%
15885,370660,Opaline,12,5,61.96%
15886,389120,10 Minute Barbarian,12,5,61.96%
15887,363220,Ghost in the Machine,12,5,61.96%
15888,855580,Ahlman Arcade 2018,12,5,61.96%
15889,375910,Anno 2205,"2,039","1,192",61.96%
15890,446150,GUNS UP!,"1,591",926,61.96%
15891,832650,Royal Adventure,12,5,61.96%
15892,893570,Short Life,12,5,61.96%
15893,609990,BeeFense,12,5,61.96%
15894,760400,Audio Drive Neon,12,5,61.96%
15895,595010,Violet Cycle,12,5,61.96%
15896,774901,Pure Football 2018,12,5,61.96%
15897,743640,Achievement Clicker,209,115,61.96%
15898,463880,Beyond Magic,12,5,61.96%
15899,618500,Hailstorm VR,12,5,61.96%
15900,553610,ArsonVille,12,5,61.96%
15901,293940,Kill The Bad Guy,209,115,61.96%
15902,907950,Bottle of truth,12,5,61.96%
15903,409000,Mystery Chronicle: One Way Heroics,167,91,61.96%
15904,804610,MONMUSU * FIGHT!,12,5,61.96%
15905,545400,Natural - Beyond Nature -,12,5,61.96%
15906,929330,Defending Camelot,12,5,61.96%
15907,889720,Crypto Crisis,10,4,61.95%
15908,983060,???????????? - ????????????,10,4,61.95%
15909,253490,CABAL Online,487,276,61.95%
15910,576670,Sky Is Arrows,10,4,61.95%
15911,625700,Global Soccer Manager 2017,10,4,61.95%
15912,440870,Mysteries of the Past: Shadow of the Daemon Collector's Edition,10,4,61.95%
15913,711450,Orb The Ball,10,4,61.95%
15914,904780,DeepWeb,10,4,61.95%
15915,546790,Comit the Astrodian,10,4,61.95%
15916,669960,The Dungeon Power,10,4,61.95%
15917,307560,Run For Rum,10,4,61.95%
15918,884830,Football Manager 2019: The Hashtag United Challenge,10,4,61.95%
15919,451140,Drawn??: Dark Flight??? Collector's Edition,10,4,61.95%
15920,563860,The Edgelands,10,4,61.95%
15921,684940,LOGistICAL: British Isles,10,4,61.95%
15922,778110,Bladeline VR,10,4,61.95%
15923,604200,Night of Terror,10,4,61.95%
15924,687510,WireNet,10,4,61.95%
15925,598340,Lament,10,4,61.95%
15926,511460,Unaided: 1939,10,4,61.95%
15927,582050,HVRGUN,10,4,61.95%
15928,520120,Vanguard V,10,4,61.95%
15929,21400,Project Aftermath,10,4,61.95%
15930,661240,Visitors: Marine Invasion,10,4,61.95%
15931,786420,Fantastic Sea,10,4,61.95%
15932,321710,Battle Of Europe,10,4,61.95%
15933,949210,Hinterhalt 2,10,4,61.95%
15934,823370,Lucky VS Aliens,10,4,61.95%
15935,728950,Barrels Up,10,4,61.95%
15936,954000,Cosa Nostra,10,4,61.95%
15937,457660,Andromedum,10,4,61.95%
15938,558230,Elsword Free-to-Play,114,61,61.95%
15939,497570,Building the Great Wall of China 2,10,4,61.95%
15940,347260,Hyperspeed,10,4,61.95%
15941,343320,StaudSoft's Synthetic World,10,4,61.95%
15942,438660,Jerry Rice & Nitus' Dog Football,10,4,61.95%
15943,404750,Carrotting Brain,10,4,61.95%
15944,544410,Potioneer: The VR Gardening Simulator,10,4,61.95%
15945,530290,The Planet of the Vicious Creatures,10,4,61.95%
15946,525920,Pro Cycling Manager 2017,193,106,61.94%
15947,370440,No70: Eye of Basir,151,82,61.94%
15948,443980,Burokku Girls,31,15,61.93%
15949,447960,XCavalypse,31,15,61.93%
15950,440450,Escape: Sierra Leone,31,15,61.93%
15951,289320,"Fairy Tale About Father Frost, Ivan and Nastya",31,15,61.93%
15952,550360,One Of The Last,31,15,61.93%
15953,319150,Hazard Ops,956,552,61.92%
15954,284990,Solarix,245,136,61.92%
15955,757720,Evil Come,53,27,61.92%
15956,328940,The Deer God,283,158,61.91%
15957,373730,Way of Gold and Steel,71,37,61.91%
15958,377360,Western Press,119,64,61.90%
15959,466940,The Sandbox Evolution,331,186,61.89%
15960,297720,Corpse of Discovery,103,55,61.89%
15961,378800,Police Tactics: Imperio,208,115,61.87%
15962,575950,Blood Feed,208,115,61.87%
15963,777400,Ultimate Spider Hero,29,14,61.86%
15964,676710,Simulator gas station,29,14,61.86%
15965,378830,The Princess' Heart,29,14,61.86%
15966,788740,A Salem Witch Trial,29,14,61.86%
15967,513540,Deadly Metal,29,14,61.86%
15968,344880,In Exilium,51,26,61.86%
15969,355310,Blood Alloy: Reborn,29,14,61.86%
15970,843730,Infected Battlegrounds,29,14,61.86%
15971,370270,Jim Power -The Lost Dimension,29,14,61.86%
15972,861920,Rocket Valley Tycoon,69,36,61.85%
15973,537450,ReCore: Definitive Edition,180,99,61.85%
15974,543320,Alchemist,40,20,61.83%
15975,73220,Supreme Ruler Cold War,115,62,61.83%
15976,778850,Please close the doors,40,20,61.83%
15977,462530,8i,40,20,61.83%
15978,106000,The Cursed Crusade,218,121,61.83%
15979,487120,Citadel: Forged With Fire,"2,228","1,313",61.82%
15980,302190,Amerzone: The Explorer's Legacy,92,49,61.82%
15981,585630,Switchblade,76,40,61.82%
15982,257830,Violett,446,254,61.81%
15983,575720,Mighty Party,794,459,61.81%
15984,256190,Enemy Front,"2,149","1,266",61.81%
15985,212780,New Star Soccer 5,190,105,61.81%
15986,637410,Disputed Space,49,25,61.80%
15987,395380,ANKI,67,35,61.80%
15988,366180,Disposable Heroes,49,25,61.80%
15989,357370,Return NULL - Episode 1,58,30,61.79%
15990,311310,Naval Action,"3,085","1,829",61.79%
15991,613010,Secret in Story,58,30,61.79%
15992,513720,Archipelago,27,13,61.78%
15993,727180,???????????????/Escape Expert,27,13,61.78%
15994,357830,Attack of the Labyrinth +,27,13,61.78%
15995,334410,Jump,27,13,61.78%
15996,485500,Smithy,27,13,61.78%
15997,801910,Orbos,27,13,61.78%
15998,912810,Sargon's Lair,27,13,61.78%
15999,784050,Filthy Hands,27,13,61.78%
16000,421650,Breach,226,126,61.78%
16001,991780,??????????-1v5(Notes of Soul),372,211,61.78%
16002,453770,Forgotten Tales: Day of the Dead,27,13,61.78%
16003,47920,Shift 2 Unleashed,"1,062",619,61.77%
16004,266470,Dark Horizons: Mechanized Corps,38,19,61.76%
16005,553880,Archangel???: Hellfire,125,68,61.74%
16006,560640,The Cabin: VR Escape the Room,47,24,61.73%
16007,338060,Mahjong Pretty Girls Battle,203,113,61.72%
16008,385730,WWE 2K16,"1,730","1,020",61.72%
16009,392280,The Franz Kafka Videogame,151,83,61.72%
16010,547410,Peak Angle: Drift Online,507,291,61.72%
16011,438600,Soccer Manager,144,79,61.72%
16012,21030,Watchmen: The End Is Nigh Part 2,95,51,61.71%
16013,248450,Salvation Prophecy,137,75,61.71%
16014,270810,Jones On Fire,109,59,61.70%
16015,748610,Airport Madness 3D: Volume 2,25,12,61.69%
16016,811240,Don't Stand Out,25,12,61.69%
16017,513270,Lockdown: Stand Alone,25,12,61.69%
16018,653210,Prisoner,25,12,61.69%
16019,325110,Save the Furries,25,12,61.69%
16020,605180,Theory of Fear,25,12,61.69%
16021,359090,Gare Sapphire Mechs,25,12,61.69%
16022,970190,Sierra Madre: The Wild West,25,12,61.69%
