APPID,NAME,CURRENT,24H_PEAK,ALL_TIME_PEAK
633460,Tannenberg,61,97,936
604500,Tank Force,61,114,434
370730,NOBUNAGA'S AMBITION: Tenshouki WPK HD Version,61,102,241
265550,Dead Rising 3,60,152,"11,418"
234670,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst,60,78,"4,713"
35700,Trine,60,102,"2,659"
12810,Overlord II,60,94,"1,702"
552700,WORLD OF FINAL FANTASY,60,77,"1,295"
555510,MachiaVillain,60,82,"1,084"
392950,Lost Lands: A Hidden Object Adventure,60,81,423
934840,FrostRunner,60,66,360
234270,Ken Follett's The Pillars of the Earth,60,106,339
312520,Rain World,60,77,336
744570,Substance Painter 2018,60,117,256
681590,Company of Heroes: Blitzkrieg Mod,60,216,216
588030,Derail Valley,60,88,117
354060,RaceRoom Dedicated Server,60,69,80
237930,Transistor,59,72,"6,727"
98800,Dungeons of Dredmor,59,71,"5,098"
8850,BioShock 2,59,74,"4,635"
21100,F.E.A.R. 3,59,96,"3,090"
204450,Call of Juarez Gunslinger,59,89,"2,705"
228260,Fallen Enchantress: Legendary Heroes,59,81,"2,682"
206500,AirMech Strike,59,108,"2,336"
32430,STAR WARS?: The Force Unleashed? Ultimate Sith Edition,59,105,"1,944"
295550,Royal Quest,59,70,"1,410"
7200,TrackMania United,59,120,"1,345"
355180,Codename CURE,59,120,"1,308"
402560,Tabletopia,59,64,631
704040,Castle Clicker,59,88,511
778700,Amorous,59,70,438
464350,Screeps,59,78,359
333300,ADOM (Ancient Domains Of Mystery),59,70,312
597840,Live Wallpaper Master,59,75,168
491950,Orwell,58,377,"154,375"
213850,Magic 2014,58,67,"14,104"
202170,Sleeping Dogs?,58,84,"12,134"
41010,Serious Sam HD: The Second Encounter,58,103,"6,162"
399810,Call of Cthulhu,58,77,"3,449"
239070,Hammerwatch,58,58,"3,253"
311730,Dead or Alive 5 Last Round,58,113,"2,827"
17300,Crysis,58,111,"2,237"
274520,Darkwood,58,89,"1,008"
427100,Fernbus Simulator,58,241,865
2100,Dark Messiah of Might & Magic Single Player,58,88,623
585900,Harvest Moon: Light of Hope,58,74,556
17440,Spore: Creepy & Cute Parts Pack,58,91,528
670290,Real Pool 3D - Poolians,58,78,491
877200,Zero Caliber VR,58,82,475
280,Half-Life: Source,58,89,452
504050,Planet Nomads,58,83,372
922450,????:?? 4X-Galaxy,58,70,147
330830,Tales from the Borderlands,57,72,"8,690"
208500,F1 2012,57,118,"3,654"
317400,Portal Stories: Mel,57,92,"3,545"
318020,Act of Aggression,57,91,"3,131"
234080,Castlevania: Lords of Shadow - Ultimate Edition,57,80,"1,585"
353270,Hyperdimension Neptunia Re;Birth3 V Generation,57,78,"1,008"
296970,Renowned Explorers: International Society,57,64,915
454910,Twin Saga,57,72,833
2990,FlatOut 2,57,141,397
282400,SuperPower 2 Steam Edition,57,64,227
63910,King's Bounty: Crossworlds,57,113,182
876160,Occupy White Walls,57,90,163
310470,Grand Ages: Medieval,56,73,"4,274"
224500,Gnomoria,56,65,"2,050"
484900,Aven Colony,56,56,"1,738"
550010,Happy Room,56,71,"1,530"
261470,Distant Worlds: Universe,56,65,"1,254"
412830,STEINS;GATE,56,124,"1,238"
368360,60 Seconds!,56,102,"1,067"
725480,Slap City,56,72,781
48110,Silent Hunter 5: Battle of the Atlantic,56,96,394
889510,SENRAN KAGURA Burst Re:Newal,56,91,334
245450,Wizardry 8,56,57,212
638000,When Ski Lifts Go Wrong,56,72,181
57730,Patrician IV: Rise of a Dynasty,56,87,165
313480,Blitzkrieg Anthology,56,88,142
332950,Dark Deception,56,93,120
654880,Dream Daddy: A Dad Dating Simulator,55,89,"14,471"
238750,Might & Magic X - Legacy,55,83,"7,975"
292140,FINAL FANTASY XIII-2,55,82,"1,883"
573120,Dead In Vinland,55,100,"1,353"
920690,CardLife,55,85,444
621880,Phoenix Dynasty 2,55,71,389
337150,Sentinels of the Multiverse,55,65,330
441550,STAR WARS? Rebellion,55,71,238
644390,D&D Lords of Waterdeep,55,58,208
2620,Call of Duty,55,77,204
757240,Aimtastic,55,86,161
96000,The Tiny Bang Story,54,225,"164,840"
225260,Br?tal Legend,54,78,"7,172"
664430,WWE 2K18,54,106,"2,444"
242550,Rayman Legends,54,114,"1,266"
375530,"Football, Tactics & Glory",54,90,740
32510,LEGO? Star Wars? III: The Clone Wars?,54,117,523
564310,Serious Sam Fusion 2017 (beta),54,112,460
331360,Heavy Metal Machines,54,71,442
638650,Sword Art Online Re: Hollow Fragment,54,82,410
602320,Train Valley 2,54,94,354
252110,Lovers in a Dangerous Spacetime,54,78,273
17740,Empires,54,60,126
881490,Tower Keepers,54,74,99
270610,Mage's Initiation: Reign of the Elements,54,61,61
24240,PAYDAY: The Heist,53,94,"50,316"
427270,Orcs Must Die! Unchained,53,96,"7,768"
207170,Legend of Grimrock,53,74,"6,075"
345180,Victor Vran,53,95,"2,485"
596350,Paladins - Public Test,53,91,"2,029"
314410,Rampage Knights,53,79,"1,206"
296300,Ballistic Overkill,53,87,"1,091"
17570,"Pirates, Vikings, & Knights II",53,70,878
757210,EMERGENCY 4 Deluxe,53,108,144
395760,Decent Icons,53,78,116
939330,Tailor Tales,53,65,104
345240,SHOGUN: Total War? - Gold Edition,53,74,100
336150,Virtual Pool 4,53,54,66
622590,PUBG: Test Server,52,286,"320,178"
360830,Yooka-Laylee,52,62,"6,508"
57740,Jagged Alliance - Back in Action,52,111,"5,553"
419480,Starpoint Gemini Warlords,52,65,"1,260"
357310,Oriental Empires,52,105,689
423230,Furi,52,64,560
55140,MX vs. ATV Reflex,52,81,429
553520,Trainz Railroad Simulator 2019,52,95,102
630,Alien Swarm,51,81,"60,467"
250400,How to Survive,51,72,"9,231"
251730,Legend of Grimrock 2,51,69,"4,146"
33910,Arma 2,51,99,"1,935"
306760,Obduction,51,56,"1,915"
225420,Cities in Motion 2,51,97,"1,783"
242640,Styx: Master of Shadows,51,78,"1,639"
48210,The Settlers 7: Paths to a Kingdom - Gold Edition,51,83,"1,577"
758330,Shenmue I & II,51,54,"1,554"
6030,STAR WARS? Jedi Knight II: Jedi Outcast?,51,74,835
39550,SpellForce 2 - Anniversary Edition,51,91,648
477770,Ride 2,51,104,638
233610,Distance,51,60,432
13260,Unreal Development Kit,51,89,105
230230,Divinity: Original Sin (Classic),50,81,"22,040"
261030,The Walking Dead: Season Two,50,75,"18,627"
250320,The Wolf Among Us,50,73,"14,321"
67370,The Darkness II,50,108,"12,593"
234710,Poker Night 2,50,56,"11,260"
310380,Fractured Space,50,77,"6,302"
391040,F1 2016,50,121,"5,658"
245490,Trials Fusion,50,77,"2,500"
249650,Blackguards,50,81,"2,360"
2760,Neverwinter Nights 2: Platinum,50,63,"2,316"
324310,Bus Simulator 16,50,132,"1,280"
235380,Blitzkrieg 3,50,89,"1,149"
424370,Wolcen: Lords of Mayhem,50,99,908
457330,High Octane Drift,50,97,524
477740,Zero Escape: The Nonary Games,50,58,496
213330,LEGO Batman 2,50,90,447
100,Counter-Strike: Condition Zero Deleted Scenes,50,85,361
320430,Ascension,50,64,164
530350,Smashbox Arena,50,86,129
1008000,Aetheria Online,50,54,54
233270,Far Cry? 3 Blood Dragon,49,59,"5,485"
115320,PROTOTYPE 2,49,97,"4,070"
244930,SNOW,49,93,"2,779"
748360,MY HERO ONE'S JUSTICE,49,65,"1,243"
427730,Who's Your Daddy,49,99,"1,209"
555940,Fairyland: Fairy Power,49,56,662
7760,X-COM: UFO Defense,49,62,653
711750,Monster Energy Supercross - The Official Videogame,49,71,611
349720,Audition Online,49,62,367
739590,Eco Server,49,66,328
271360,Industry Giant 2,49,95,262
905450,NASCAR Heat 3,49,50,248
246840,FATE,49,56,184
523120,VEGAS Movie Studio 14 Platinum Steam Edition,49,68,102
908520,fpsVR,49,94,94
632900,Serment - Contract with a Devil,49,68,68
16450,F.E.A.R. 2: Project Origin,48,62,"4,209"
688470,Gloria Sinica: Han Xiongnu Wars,48,375,"3,580"
702890,BlazBlue Cross Tag Battle,48,82,"2,990"
397950,Clustertruck,48,70,"2,658"
952860,????? (Ho Tu Lo Shu ? The Books of Dragon),48,333,"1,877"
393080,Call of Duty: Modern Warfare Remastered,48,80,"1,409"
239840,Dead State,48,53,"1,408"
436670,The Legend of Heroes: Trails in the Sky the 3rd,48,48,886
21090,F.E.A.R.,48,75,865
300380,Road Redemption,48,69,806
228760,TrackMania? Canyon,48,67,730
521150,Another Brick in the Mall,48,74,379
21000,LEGO Batman: The Videogame,48,74,241
269650,Dex,48,93,217
363360,Interstellar Rift,48,65,158
464360,3030 Deathwar Redux - A Space Odyssey,48,64,138
876650,Aground,48,58,84
410970,Master of Orion 1,48,48,66
1900,Earth 2160,47,"1,519","9,960"
55100,Homefront,47,88,"7,206"
290930,Half-Life 2: Update,47,66,"3,175"
70400,Recettear: An Item Shop's Tale,47,60,"2,986"
45740,Dead Rising 2,47,71,"2,812"
215100,Ragnarok,47,50,973
568570,Force of Nature,47,90,814
12140,Max Payne,47,62,727
435030,Lost Lands: Mahjong,47,86,443
3540,Peggle Nights,47,61,211
735280,EMERGENCY 20,47,90,188
272230,Sub Rosa,47,60,145
437220,The Culling,46,53,"12,995"
241540,State of Decay,46,66,"10,079"
259320,Heli Heroes,46,111,"7,807"
279640,The Troma Project,46,520,"6,490"
730310,DYNASTY WARRIORS 9 ???????,46,241,"3,586"
311260,The Guild 3,46,86,"3,513"
233980,Unepic,46,82,"3,095"
391460,WARMODE,46,90,"3,066"
222940,THE KING OF FIGHTERS XIII STEAM EDITION,46,235,"1,100"
601050,Attack on Titan 2 - A.O.T.2 - ??????,46,51,"1,080"
716490,EXAPUNKS,46,65,764
310060,Knights of Pen and Paper 2,46,62,661
603890,Pain Train 2,46,401,526
858460,Smite - Public Test,46,70,465
697610,Idle Bouncer,46,53,420
848350,Katamari Damacy REROLL,46,55,362
260730,Desperados - Wanted Dead or Alive,46,72,283
855860,Superfighters Deluxe,46,82,146
4770,Rome: Total War - Alexander,46,68,118
978680,Substance Painter 2019,46,63,117
280680,Krita,46,64,75
209670,Cortex Command,45,90,"62,839"
273350,Evolve Stage 2,45,62,"51,127"
65930,The Bureau: XCOM Declassified,45,80,"7,412"
785740,This Is the Police 2,45,72,"3,451"
9340,Company of Heroes: Opposing Fronts,45,60,"1,426"
214340,Deponia,45,75,"1,257"
441960,American Truck Simulator Demo,45,82,"1,210"
678900,Farmer's Dynasty,45,96,"1,034"
834740,Circle Empires,45,81,"1,011"
402430,Out of the Park Baseball 17,45,48,973
380840,Teeworlds,45,78,956
375820,Human Resource Machine,45,66,778
24840,Medal of Honor: Airborne,45,71,777
726390,Scream Collector,45,80,566
468920,Ultimate Fishing Simulator,45,79,480
856620,V?? / V-Katsu,45,83,435
870200,SimpleRockets 2,45,68,373
359100,Q.U.B.E. 2,45,68,352
214170,Divine Divinity,45,75,300
666970,My Time At Portia Demo,45,65,205
461430,EmergeNYC,45,55,194
434030,Aerofly FS 2 Flight Simulator,45,76,103
647960,Rusted Warfare - RTS,45,57,86
218760,Mixcraft 8 Home Studio,45,54,58
49540,Aliens: Colonial Marines,44,55,"13,266"
282560,RollerCoaster Tycoon World,44,81,"5,875"
326410,Windward,44,67,"3,510"
357190,Ultimate Marvel vs. Capcom 3,44,60,"2,487"
543460,Dead Rising 4,44,84,"2,178"
209100,Resident Evil?: Operation Raccoon City,44,55,"1,056"
420530,OneShot,44,71,824
230070,The Age of Decadence,44,59,703
611020,CityBattle | Virtual Earth,44,235,638
363440,Mega Man Legacy Collection,44,57,484
8000,Tomb Raider: Anniversary,44,81,461
251470,TowerFall Ascension,44,46,355
818320,LEGO? The Incredibles,44,92,285
6800,Commandos: Behind Enemy Lines,44,78,246
735360,Driver Booster 5 for Steam,44,67,150
979060,Bloons Adventure Time TD,44,84,116
285110,GearCity,44,57,99
348200,Nimble Writer,44,52,80
945440,Tiny Bird Garden Deluxe,44,47,75
888680,PRO EVOLUTION SOCCER 2019 DEMO,43,66,"6,017"
519190,Next Day: Survival,43,106,"4,511"
50620,Darksiders,43,96,"3,929"
256290,Child of Light,43,60,"2,696"
238210,System Shock 2,43,50,"2,395"
491530,Notruf 112,43,180,"1,332"
351710,Hyperdimension Neptunia Re;Birth2 Sisters Generation,43,46,"1,285"
502800,SENRAN KAGURA ESTIVAL VERSUS,43,71,"1,088"
244770,StarMade,43,64,960
495280,Disgaea 2 PC,43,52,918
435400,Hidden Folks,43,61,763
32360,The Secret of Monkey Island: Special Edition,43,67,746
322110,20XX,43,61,712
860950,Mark of the Ninja: Remastered,43,72,687
248860,NEO Scavenger,43,50,531
434570,Blood and Bacon,43,87,435
383180,Dead Island Riptide Definitive Edition,43,93,415
425580,The Room Two,43,61,401
384030,Florensia,43,54,385
730820,The Curse of Monkey Island,43,52,374
598810,Carcassonne: The Official Board Game,43,82,328
673560,IOSoccer,43,83,321
789100,My Little Farmies,43,78,199
57620,Patrician IV: Steam Special Edition,43,45,140
363090,NOBUNAGA'S AMBITION: Kakushin with Power Up Kit,43,124,127
719730,Uptasia,43,82,114
420000,Home Design 3D,43,57,99
959080,Unsung Warriors - Prologue,43,92,92
105400,Fable III,42,48,"7,042"
462770,Pyre,42,69,"4,013"
58610,Wargame: European Escalation,42,77,"3,588"
935270,Great Hero's Beard,42,98,"2,175"
410380,HEX: Shards of Fate,42,44,"2,118"
909080,Cube Escape: Paradox,42,92,"1,837"
492800,Shonen Idle Z,42,50,"1,287"
931500,Touhou Genso Wanderer -Reloaded- / ????????TOD -RELOADED- / ???????TOD -RELOADED-,42,209,"1,183"
32500,STAR WARS?: The Force Unleashed? II,42,46,"1,039"
346120,Boring Man - Online Tactical Stickman Combat,42,59,"1,032"
314970,Age of Conquest IV,42,74,"1,023"
204340,Serious Sam 2,42,87,786
7830,Men of War,42,68,664
582550,Passpartout: The Starving Artist,42,61,481
260430,The Four Kings Casino and Slots,42,61,455
435440,Galaxy Control: 3D Strategy,42,61,362
568770,Cinderella Phenomenon,42,47,354
660160,Field of Glory II,42,60,309
782140,Re-Legion,42,77,253
607260,McOsu,42,63,180
47800,RISK Factions,42,50,175
552920,Sailaway - The Sailing Simulator,42,61,134
73230,Majesty Gold HD,42,58,131
965310,The Settlers : Rise of an Empire - History Edition,42,61,105
240760,Wasteland 2,41,61,"18,856"
228400,ACE COMBAT? ASSAULT HORIZON Enhanced Edition,41,56,"3,795"
72200,Universe Sandbox,41,52,"3,326"
216890,Blood Bowl: Chaos Edition,41,51,"1,945"
666220,CS2D,41,98,"1,418"
688420,Bad North,41,80,"1,136"
42890,Sword of the Stars Complete Collection,41,41,"1,005"
686600,Rapture Rejects,41,85,962
99910,Puzzle Pirates,41,66,949
919370,Overdungeon,41,130,758
421040,Plantera,41,121,705
9310,"Warhammer 40,000: Dawn of War - Winter Assault",41,60,704
302590,Of Guards And Thieves,41,109,425
562010,Tanki Online,41,147,391
333600,NEKOPARA Vol. 1,41,70,383
767390,Dakar 18,41,66,281
461910,Forge of Gods (RPG),40,63,"5,445"
215530,The Incredible Adventures of Van Helsing,40,57,"4,231"
39160,Dungeon Siege III,40,62,"4,189"
224760,FEZ,40,62,"2,571"
316790,Grim Fandango Remastered,40,51,"1,500"
359310,Evoland 2,40,62,"1,043"
559650,Witch It,40,130,"1,043"
696370,BROKE PROTOCOL: Online City RPG,40,88,"1,015"
9010,Return to Castle Wolfenstein,40,84,579
230270,N++,40,48,522
3170,King's Bounty: Armored Princess,40,82,401
320040,Moon Hunters,40,40,324
319730,Granado Espada,40,46,268
588190,Tower!3D Pro,40,56,123
486780,Fruit Ninja VR,40,75,122
949690,Record of Lodoss War Online,40,47,98
3310,Chuzzle Deluxe,40,53,75
113020,Monaco,39,57,"41,750"
17080,Tribes: Ascend,39,42,"7,444"
20500,Red Faction: Guerrilla Steam Edition,39,39,"5,613"
361800,Tree of Life,39,73,"3,708"
421050,Deponia Doomsday,39,66,"2,644"
219890,Antichamber,39,67,"2,369"
684410,Bridge Constructor Portal,39,55,"1,745"
609150,STAR OCEAN? - THE LAST HOPE? - 4K & Full HD Remaster,39,48,"1,330"
665360,Comedy Night,39,72,"1,122"
350640,Sherlock Holmes: The Devil's Daughter,39,54,"1,016"
677160,We Were Here Too,39,54,956
497180,Street Legal Racing: Redline v2.3.1,39,51,853
356570,Party Hard,39,40,840
70600,Worms Ultimate Mayhem,39,72,786
482850,Football Manager 2017 Editor,39,61,756
455130,Call of Duty: Black Ops III ? Mod Tools,39,51,697
3700,Sniper Elite,39,59,631
838330,Warlords Awakening,39,68,469
384110,Pathologic Classic HD,39,62,330
741510,The Hong Kong Massacre,39,56,263
39200,Dungeon Siege 2,39,67,244
522470,The House of Da Vinci,39,71,168
313500,Blitzkrieg 2 Anthology,39,58,150
15200,Silent Hunter: Wolves of the Pacific,39,55,118
994190,Sound Slide,39,54,92
224280,RPG Maker VX Ace Lite,39,43,91
234100,Scrabble,39,50,67
637670,Secret of Mana,38,41,"3,261"
11450,Overlord,38,65,"2,303"
47790,Medal of Honor(TM) Single Player,38,58,"2,285"
266510,Hand of Fate,38,61,"2,178"
571260,THE KING OF FIGHTERS XIV STEAM EDITION,38,160,"1,197"
280160,Aragami,38,65,836
1011230,??????(Crazy School Simulator),38,319,777
775900,MotoGP?18,38,78,626
732430,Superflight,38,46,613
222440,THE KING OF FIGHTERS 2002 UNLIMITED MATCH,38,83,525
624970,Battlezone: Combat Commander,38,38,282
297750,Close Combat - Gateway to Caen,38,45,254
371970,Barony,38,56,254
799240,My Free Farm 2,38,83,233
368390,The Darkside Detective,38,44,207
3320,Insaniquarium! Deluxe,38,42,131
468070,90 Minute Fever,38,67,129
2310,Quake,38,39,118
2300,DOOM II: Hell on Earth,38,38,110
2640,Call of Duty: United Offensive,38,49,83
689790,VEGAS Pro 15 Edit Steam Edition,38,46,67
758980,Downtown Casino: Texas Hold'em Poker,38,46,63
50650,Darksiders II,37,67,"8,746"
208520,Omerta - City of Gangsters,37,52,"4,009"
92800,SpaceChem,37,39,"1,962"
586200,Street Fighter 30th Anniversary Collection,37,51,"1,735"
592600,PRO EVOLUTION SOCCER 2018 LITE,37,69,"1,695"
10150,Prototype,37,56,"1,570"
455980,Judgment: Apocalypse Survival Simulation,37,52,"1,277"
527100,Star Trek: Bridge Crew,37,59,883
397550,Deus Ex: Revision,37,46,694
1005930,Timeflow,37,142,646
371520,Bounty Train,37,51,602
414870,Super Mega Baseball 2,37,50,487
396900,GRIP: Combat Racing,37,53,353
500710,Wild Terra Online,37,77,316
788470,Stonies,37,66,271
957790,WAR DUST,37,45,196
398810,openCanvas 7,37,52,71
331920,Airline Tycoon Deluxe,37,50,64
1010240,Changeling,37,41,45
638070,Murderous Pursuits,36,65,"149,224"
318600,The Flame in the Flood,36,75,"6,158"
287680,Pro Evolution Soccer 2015,36,95,"4,124"
344850,Big Pharma,36,52,"2,614"
658850,Do Not Feed the Monkeys,36,103,"1,888"
510510,WWE 2K17,36,58,"1,663"
400170,The Incredible Adventures of Van Helsing: Final Cut,36,66,"1,322"
289930,TransOcean: The Shipping Company,36,60,"1,304"
460120,Megadimension Neptunia VII,36,52,"1,161"
364420,Roguelands,36,52,"1,150"
415660,Tiger Knight,36,108,"1,094"
428550,Momodora: Reverie Under the Moonlight,36,45,693
433530,Heliborne,36,58,614
619910,Just Cause? 3: Multiplayer Mod,36,84,602
312280,Simply Chess,36,52,596
761600,Onimusha: Warlords / ???,36,52,526
348710,Saint Seiya: Soldiers' Soul,36,39,499
746930,OrbusVR,36,53,337
632300,Hobo: Tough Life,36,76,256
16900,Ground Branch,36,45,190
12150,Max Payne 2: The Fall of Max Payne,36,58,189
130,Half-Life: Blue Shift,36,50,174
323610,911: First Responders,36,59,129
966610,FPS Monitor,36,68,68
372390,D3DGear - Game Recording and Streaming,36,40,60
1000380,Rogue Reaper,36,48,48
239200,Amnesia: A Machine for Pigs,35,42,"7,249"
302830,BLOCKADE 3D,35,209,"6,968"
506610,Five Nights at Freddy's: Sister Location,35,46,"3,549"
211050,Battle vs Chess,35,691,"3,491"
282210,Sid Meier's Starships,35,42,"3,404"
91700,E.Y.E: Divine Cybermancy,35,40,"2,481"
57600,Tropico 3: Absolute Power,35,47,"1,947"
237850,Dreamfall Chapters,35,53,"1,711"
13210,Unreal Tournament 3: Black Edition,35,83,"1,514"
73020,Majesty 2 Collection,35,70,833
222520,Champions of Regnum,35,44,785
382890,FINAL FANTASY V,35,38,683
644290,Memories of Mars,35,61,593
259060,Dominions 4,35,43,557
464880,Stars in Shadow,35,38,470
471010,Seven: The Days Long Gone,35,57,443
360740,Downwell,35,48,405
955560,Evenicle,35,42,266
876470,Tentlan,35,50,262
715310,Urban Rivals,35,53,179
327220,Anna's Quest,35,47,159
517810,Caesar 4,35,49,110
630140,Sky Clash: Lords of Clans 3D,35,74,103
520010,Climbey,35,41,87
657240,Tracks - The Train Set Game,35,48,83
688060,Odd Realm,35,41,81
740550,Record of Agarest War Mariage,35,67,67
394230,Battleborn,34,60,"12,101"
61700,Might & Magic: Clash of Heroes,34,59,"4,757"
237870,Planet Explorers,34,48,"2,125"
464340,Syberia 3,34,102,"2,124"
40700,Machinarium,34,55,"1,279"
738520,Breathedge,34,45,"1,257"
73010,Cities in Motion,34,65,"1,170"
270370,Lambda Wars Beta,34,59,"1,015"
287200,Wildlife Park 3,34,43,303
944110,Pocket Waifu,34,80,178
2320,Quake II,34,38,131
362870,RPG Maker 2003,34,46,111
33570,Patrician III,34,39,107
550060,Marmoset Toolbag 3,34,44,73
1010860,Hide and Seek,34,48,48
31280,Poker Night at the Inventory,33,42,"10,146"
330840,Game of Thrones - A Telltale Games Series,33,48,"6,771"
459510,Zula,33,142,"5,858"
226580,F1 2014,33,77,"2,393"
608800,Guns of Icarus Alliance,33,60,"2,142"
449140,Istrolid,33,39,"1,331"
994440,PlanetSide Arena - Closed Beta,33,974,"1,178"
403970,The Dwarves,33,58,972
469610,Rick and Morty: Virtual Rick-ality,33,37,935
326670,Warhammer Quest,33,36,689
39650,The Guild II,33,45,674
485980,Syrian Warfare,33,76,491
292180,X-Plane 10 Global - 64 Bit,33,38,439
492090,A-Train PC Classic / ????A??????PC,33,77,311
454510,Substance Painter 2,33,36,212
699170,Fell Seal: Arbiter's Mark,33,42,175
253880,Earth 2150 Trilogy,32,52,"9,712"
376870,Minecraft: Story Mode - A Telltale Games Series,32,58,"6,423"
12900,Audiosurf,32,59,"5,977"
65790,Arma: Cold War Assault,32,48,"3,017"
236090,Dust: An Elysian Tail,32,44,"2,669"
212630,Tom Clancy's Ghost Recon Future Soldier,32,35,"2,667"
385730,WWE 2K16,32,45,"2,520"
533780,Zombie Defense,32,42,"2,369"
252470,Space Pirates and Zombies 2,32,35,"2,283"
795100,Friday the 13th: Killer Puzzle,32,48,"1,674"
211010,Alien Shooter 2 Conscription,32,56,"1,249"
296470,Mount Your Friends,32,40,"1,141"
265610,Epic Battle Fantasy 4,32,37,"1,128"
305260,Battle Islands,32,53,"1,002"
377530,?????(Tale of Wuxia),32,166,963
609940,KROSMAGA,32,51,794
356670,Spooky's Jump Scare Mansion,32,43,625
358130,The Curious Expedition,32,56,600
415590,Earthfall,32,45,587
397100,MachineCraft,32,67,510
13570,Tom Clancy's Splinter Cell: Chaos Theory,32,39,501
448080,Fibbage XL,32,42,426
292990,Nobunaga's Ambition: Souzou,32,144,392
326480,If My Heart Had Wings,32,47,239
297920,Space Colony,32,54,220
821890,Steven Universe: Save the Light,32,34,200
6830,Commandos 2: Men of Courage,32,57,135
1200,Red Orchestra: Ostfront 41-45,32,60,126
794800,Clue/Cluedo: The Classic Mystery Game,32,40,118
33520,Tropico,32,34,111
758410,AO International Tennis,32,68,94
612300,Sudden Strike Gold,32,56,89
660920,The Warhorn,32,41,79
839200,SpedV,32,69,69
363110,NOBUNAGA'S AMBITION: Tendou with Power Up Kit,32,53,60
871420,Lovecraft's Untold Stories,32,59,59
949050,Virtual Villagers Origins 2,32,39,49
439190,Stories: The Path of Destinies,31,92,"81,664"
270550,Yet Another Zombie Defense,31,61,"67,959"
269710,Tumblestone,31,37,"3,101"
356650,Death's Gambit,31,39,"2,538"
268750,Magicite,31,69,"1,985"
261180,Lethal League,31,45,"1,929"
298240,Red Crucible: Firestorm,31,67,"1,843"
501590,Bulletstorm: Full Clip Edition,31,52,"1,403"
510220,Forgotten Heroes,31,31,"1,070"
201290,Sins of a Solar Empire: Trinity,31,34,957
307670,Hard West,31,60,874
534550,Guacamelee! 2,31,41,770
345390,King's Quest,31,39,721
577940,Killer Instinct,31,48,701
296570,Lords of Xulima,31,48,657
593280,Cat Quest,31,35,653
412450,The Black Death,31,41,614
694130,My Free Zoo,31,53,509
10270,Disciples III: Reincarnation,31,97,497
8140,Tomb Raider: Underworld,31,51,415
436820,Waltz of the Wizard,31,45,406
866440,What Never Was,31,59,181
12320,Sacred Gold,31,81,148
834280,Fishing Sim World,31,44,148
12250,Grand Theft Auto: San Andreas,31,43,105
42850,Arsenal of Democracy,31,50,97
689580,TurnSignal,31,81,84
953250,War Machines,31,54,65
667800,Loco Dojo,31,37,42
57900,Duke Nukem Forever,30,56,"13,321"
536220,The Walking Dead: A New Frontier,30,51,"8,278"
632350,Cyberdimension Neptunia: 4 Goddesses Online,30,56,"3,750"
466910,Worm.is: The Game,30,43,"3,498"
596650,Tap Adventure: Time Travel,30,50,"2,933"
602520,NEKOPARA Vol. 3,30,65,"2,571"
452230,Spellstone,30,62,"2,072"
280520,Crea,30,36,"1,662"
424280,Iron Snout,30,52,"1,373"
383840,Nimbatus - The Space Drone Constructor,30,37,831
420790,StarBreak,30,84,810
263760,Turbo Dismount,30,45,761
758670,Tower Accelerator,30,113,740
265210,Viscera Cleanup Detail: Santa's Rampage,30,44,686
542480,Therian Saga,30,41,658
863570,Super Seducer 2 : Advanced Seduction Tactics,30,49,646
206440,To the Moon,30,63,615
947300,Grim Nights,30,41,613
275100,Shelter 2,30,39,607
658160,ClickRaid,30,34,564
452570,Battle Chef Brigade,30,37,535
469720,Monsters' Den: Godfall,30,45,487
235800,Audiosurf 2,30,44,473
436320,Raw Data,30,47,430
385380,Planet Centauri,30,54,369
46770,Making History II: The War of the World,30,38,346
451130,Khan: Absolute Power,30,86,336
465240,Serious Sam VR: The Last Hope,30,255,335
293220,H-Hour: World's Elite,30,41,302
840720,Sword Art Online: Lost Song,30,50,221
525620,Octogeddon,30,31,156
587430,I Expect You To Die,30,38,137
958720,Second Chance,30,32,100
892520,World War 3 PTE,30,46,58
956450,Rogue Fable III,30,48,48
301910,Saints Row: Gat out of Hell,29,46,"5,827"
261110,Killer is Dead,29,41,"4,255"
115800,Owlboy,29,38,"1,317"
322460,Winning Post 8 2015,29,65,"1,254"
322190,SteamWorld Heist,29,58,"1,120"
388880,Oxenfree,29,40,733
828070,Treasure Hunter Claire,29,78,702
702670,Donut County,29,35,636
9050,DOOM 3,29,49,560
879420,Agony UNRATED,29,35,522
787740,Construction Simulator 2 US - Pocket Edition,29,52,460
469820,Genital Jousting,29,50,389
650220,Interplanetary: Enhanced Edition,29,40,370
39530,Painkiller: Black Edition,29,64,232
1640,Disciples II: Gallean's Return,29,53,141
227920,Risk,29,37,61
566860,VR Dungeon Knight,29,29,43
777150,Adventure Land - The Code MMORPG,29,29,29
233250,Planetary Annihilation,28,51,"5,587"
12750,GRID,28,68,"4,823"
407530,ARK: Survival Of The Fittest,28,81,"3,929"
530620,Resident Evil 7 / Biohazard 7 Teaser: Beginning Hour,28,38,"3,910"
239250,Castlevania: Lords of Shadow 2,28,53,"3,802"
304530,Agents of Mayhem,28,49,"3,687"
637100,Sonic Forces,28,41,"2,058"
214870,Painkiller Hell & Damnation,28,75,"1,928"
619780,The Swords of Ditto,28,53,"1,893"
