APPID,NAME,CURRENT,24H_PEAK,ALL_TIME_PEAK
508290,$1 Ride,2,2,"2,002"
540020,Final Quest II,2,3,"2,002"
533710,Torch Cave 2,2,2,"1,991"
394870,Office Battle,2,3,"1,988"
10620,Empire: Total War Demo,2,7,"1,970"
612290,ASTA Online,2,2,"1,953"
350810,Pixel Puzzles 2: Anime,2,6,"1,945"
412150,Midsummer Night,2,12,"1,892"
556110,Galactic Fighter,2,18,"1,859"
292370,DarkEnd,2,22,"1,844"
521230,Stone Age Wars,2,9,"1,803"
301750,RADical ROACH Remastered,2,7,"1,779"
431640,Doodle Kingdom,2,3,"1,769"
70100,Hacker Evolution,2,4,"1,738"
245370,Etherium,2,6,"1,725"
620240,Outrunner,2,5,"1,714"
539350,Ball of Light,2,17,"1,685"
523160,Alice's Patchworks 2,2,4,"1,661"
461730,Blaite,2,4,"1,640"
219340,The Banner Saga: Factions,2,5,"1,619"
485310,Head Shot,2,10,"1,616"
498320,Trolley Gold,2,4,"1,600"
526740,hack_me,2,9,"1,589"
596870,Drop Hunt,2,12,"1,565"
42640,Blur,2,6,"1,556"
428630,White Mirror,2,7,"1,555"
628520,Rozkol,2,27,"1,550"
487220,Freebie,2,5,"1,535"
595340,Turn Around,2,4,"1,533"
485410,Alien Run,2,3,"1,523"
534010,Defense of Egypt: Cleopatra Mission,2,2,"1,520"
494660,Android John,2,2,"1,517"
297020,The Culling Of The Cows,2,5,"1,483"
473640,Wyatt Derp,2,3,"1,468"
41210,Eufloria,2,6,"1,459"
205590,Legends of Pegasus,2,3,"1,453"
629280,Run Away,2,4,"1,447"
253650,Sparkle 2 Evo,2,5,"1,408"
836640,???????? Hermitage Strange Case Files,2,20,"1,404"
441870,OutDrive,2,39,"1,391"
586380,VITATIO 2,2,5,"1,381"
603040,SINISTRY SILINIUM,2,56,"1,347"
201280,Deus Ex: Human Revolution - The Missing Link,2,9,"1,322"
539450,Crab Dub,2,16,"1,308"
484950,EvilMaze,2,6,"1,304"
567140,Mahjong Magic Journey,2,5,"1,289"
444720,Inexistence,2,179,"1,282"
454930,Under Zero,2,180,"1,276"
9460,Frontlines: Fuel of War,2,5,"1,271"
314030,Guilty Gear X2 #Reload,2,3,"1,251"
399790,Destiny Warriors,2,3,"1,240"
210470,Sniper Elite V2 Demo,2,6,"1,211"
620530,Mirt. Tales of the Cold Land,2,6,"1,211"
238240,Edge of Space,2,14,"1,210"
261820,Estranged: Act I,2,9,"1,202"
285840,Enemy Mind,2,2,"1,165"
457940,Krog Wars,2,3,"1,165"
216570,Football Manager 2013 Korean,2,13,"1,163"
545370,Time Of Silence,2,6,"1,157"
233070,TrackMania? Stadium Demo,2,4,"1,142"
487420,Space Radiance,2,2,"1,125"
497400,1 Moment Of Time: Silentville,2,8,"1,124"
348870,Night Mysteries: The Amphora Prisoner,2,5,"1,123"
509000,QUBIC,2,2,"1,121"
493710,Laraan,2,8,"1,120"
470270,Tribal Pass,2,70,"1,106"
804320,"Papers, Please - The Short Film",2,7,"1,105"
209540,Strike Suit Zero,2,9,"1,093"
403570,Stigmat,2,46,"1,057"
501920,Totem,2,41,"1,047"
576080,Tracks of Triumph: Good Old Times,2,96,"1,044"
204630,Retro City Rampage? DX,2,8,"1,035"
230050,DLC Quest,2,7,"1,032"
204240,The Bridge,2,9,"1,015"
428510,Solitaire Christmas. Match 2 Cards,2,5,"1,013"
307340,Platypus,2,8,975
247120,Portal 2 Sixense Perceptual Pack,2,3,959
104200,BEEP,2,4,942
253510,Warmachine Tactics,2,7,939
684200,Icons: Combat Arena,2,4,925
533640,VoxreD,2,11,905
312720,Khet 2.0,2,5,902
21660,Street Fighter IV,2,7,894
636370,The Sun Never Sets,2,6,893
634230,Project First Contact,2,132,878
545590,Button Tales,2,3,874
48950,Greed Corp,2,5,850
320340,Cosmonautica,2,8,849
491030,The Last Error,2,5,843
287120,Ionball 2 : Ionstorm,2,4,826
739000,Grobda Remix,2,6,798
22450,Hunted: The Demon's Forge,2,10,797
376890,Pro Evolution Soccer 2016 Demo,2,6,797
258880,Professional Farmer 2014,2,9,794
367600,Skyshine's BEDLAM,2,3,789
351290,Survival: Postapocalypse Now,2,21,785
703280,Zeal,2,5,779
71000,Evochron Mercenary,2,3,774
211580,Wanderlust: Rebirth,2,3,773
513560,Hunger Dungeon,2,9,770
489020,iGrow Game,2,3,769
348960,Odysseus: Long Way Home,2,17,764
283230,Spoiler Alert,2,5,760
263560,Paper Sorcerer,2,4,759
58550,A Game of Thrones - Genesis,2,6,742
567000,Tapocalypse,2,10,736
618510,Battle Bruise,2,2,733
340070,Battle Ranch,2,5,726
435140,Rush for gold: Alaska,2,10,714
22200,Zeno Clash,2,6,712
111800,Blocks That Matter,2,3,700
570460,Laser League,2,10,699
392870,Attrition: Nuclear Domination,2,3,688
492760,Aftercharge,2,11,684
275510,Z Steel Soldiers,2,7,683
380020,Three Heroes,2,3,669
491170,Crazy Forest,2,3,666
205650,The Testament of Sherlock Holmes,2,19,655
107310,Cthulhu Saves the World,2,6,653
227160,Kinetic Void,2,2,651
588970,Oik,2,5,648
256370,MXGP - The Official Motocross Videogame,2,12,639
41100,Hammerfight,2,4,636
40,Deathmatch Classic,2,9,629
232770,POSTAL,2,8,628
286080,Thinking with Time Machine,2,11,627
387370,Sol 0: Mars Colonization,2,4,619
381940,Trials on Tatooine,2,7,617
581100,Langoth,2,7,617
673070,The Ranger: Lost Tribe,2,9,608
210990,Pro Cycling Manager 2012,2,4,601
601530,Darkarta: A Broken Heart's Quest Collector's Edition,2,8,600
532840,CAYNE,2,9,589
306040,The Howler,2,3,574
34230,Football Manager 2011 Korean,2,17,572
94520,Back to the Future: Ep 4 - Double Visions,2,3,569
328140,Emergency 5 - Deluxe Edition,2,8,569
469830,Fable Fortune,2,10,562
654900,qop,2,6,560
609380,Prey Demo,2,7,552
207430,"Hack, Slash, Loot",2,3,546
402020,The Park,2,3,541
224440,Folk Tale,2,7,536
410430,Morphine,2,5,536
317250,Airscape: The Fall of Gravity,2,4,534
226740,Monster Loves You!,2,4,526
274560,Revolution Ace,2,3,510
252130,Divide by Sheep,2,5,501
10560,Worldwide Soccer Manager 2009,2,4,500
562840,Dragon Blood,2,5,500
361600,Luna Sky,2,9,499
31700,Iron Grip: Warlord,2,3,491
29180,Osmos,2,6,486
91330,Iron Front : Liberation 1944,2,14,485
909110,Acid Nimbus,2,4,483
383430,The Black Watchmen Demo,2,3,478
758230,NEKOPARA OVA,2,5,470
225280,Full Mojo Rampage,2,12,465
572760,Holiday Bonus GOLD,2,2,461
225360,DARK,2,11,458
104600,Portal 2 - The Final Hours,2,3,450
215690,Zeno Clash 2,2,4,448
18040,DeathSpank,2,6,434
384980,Battle for Blood - Epic battles within 30 seconds!,2,4,428
547490,Shadow Tactics: Blades of the Shogun Demo,2,4,426
255870,PixelJunk? Shooter,2,4,425
310890,Breach & Clear: Deadline Rebirth (2016),2,8,425
329490,Phantom Breaker: Battle Grounds,2,10,424
381870,Koala Kids,2,2,421
237740,Angry Video Game Nerd Adventures,2,7,420
107800,Rochard,2,6,415
261530,Lifeless Planet,2,6,410
40000,Fallen Earth,2,2,408
228960,Skulls of the Shogun,2,6,402
232950,Bridge Project,2,4,400
245760,TRANSFORMERS: Rise of the Dark Spark,2,12,400
231040,Beatbuddy: Tale of the Guardians,2,5,397
250870,Pro Evolution Soccer 2014,2,4,394
381560,Epic Cards Battle(TCG),2,10,392
242180,Sid Meier's Civilization V: Brave New World Demo,2,4,387
585030,Warface Turkey,2,3,383
215120,ROSE Online,2,6,382
270570,Reversion - The Escape,2,2,382
224860,Arma Tactics,2,3,380
413870,Sickness,2,4,376
562220,Zup! 2,2,7,376
238070,Shadow Warrior Classic (1997),2,8,374
298180,The Desolate Hope,2,4,372
270210,Melody's Escape,2,15,370
712050,Otaku's Fantasy,2,15,370
504000,Endless Fables: The Minotaur's Curse,2,6,362
468490,Neon Space,2,2,360
215670,Home,2,4,356
521470,Magical Otoge Ciel,2,4,356
782570,Endless Road,2,11,356
322290,Gurumin: A Monstrous Adventure,2,7,352
844930,Fox Hime Zero,2,11,349
521570,You Have 10 Seconds 2,2,5,338
266390,Farm for your Life,2,7,337
465720,Demon Hunter 2: New Chapter,2,5,337
242110,Joe Danger 2: The Movie,2,4,336
319250,Magicmaker,2,6,332
260410,Get Off My Lawn!,2,2,330
377680,Sakura Beach,2,4,324
669050,Mutiny!!,2,4,324
543140,Legend of Merchant,2,9,320
281200,A Boy and His Blob,2,3,319
505740,Eximius: Seize the Frontline,2,10,318
233190,Final Exam,2,9,315
597150,Hyper Knights,2,5,314
239700,Hate Plus,2,3,312
664180,Draw Puzzle,2,11,312
905940,????,2,13,311
342380,Sakura Angels,2,5,309
275610,"Warhammer 40,000: Kill Team",2,5,307
293500,Amazing World,2,2,307
464620,Siralim 2,2,7,307
618080,Martial Arts Brutality,2,6,306
291150,Evolution RTS,2,3,304
296070,MIND Path to Thalamus E.Edition,2,4,301
233370,The Raven - Legacy of a Master Thief,2,4,295
686190,Killing Time,2,19,289
540390,Project 1v1 Closed Technical Test,2,2,288
436560,Kings and Heroes,2,4,286
496890,Replica,2,7,286
209370,Analogue: A Hate Story,2,6,285
401690,Life in Bunker,2,5,283
292330,Starship Corporation,2,7,281
281150,Shadow Warrior Demo,2,3,280
847400,Disgaea 5 Complete Demo,2,2,280
412460,Villagers,2,8,276
610360,Zup! Zero,2,5,275
256010,Jagged Alliance Flashback,2,8,274
431930,Kabounce,2,5,273
2420,The Ship Single Player,2,6,270
323380,The Magic Circle,2,4,270
358750,Sunrider: Liberation Day - Captain's Edition,2,6,270
284240,Maize,2,5,266
658560,Zup! 7,2,5,264
659540,Warsim: The Realm of Aslona,2,5,263
47000,4 Elements,2,9,262
99700,NightSky,2,4,262
367580,Hook,2,8,261
529110,Awkward Dimensions Redux,2,5,261
719590,Mesozoica,2,6,261
882940,The Moment We Met,2,2,258
361630,404Sight,2,5,255
560260,Super Blue Boy Planet,2,5,255
248530,Depth Hunter 2: Deep Dive,2,6,253
239800,Bleed,2,5,249
429600,Fairy Tale Mysteries: The Puppet Thief,2,3,249
240970,Half Minute Hero: The Second Coming,2,5,248
242840,In Verbis Virtus,2,14,248
282760,Circuits,2,2,248
322680,BLACKHOLE,2,12,248
535850,Micro Machines World Series,2,8,248
220090,The Journey Down: Chapter One,2,4,245
347590,Heroes of Hellas 3: Athens,2,7,241
447270,IKEA VR Experience,2,3,241
857440,Hentai Puzzle,2,6,238
543260,Wonder Boy: The Dragon's Trap,2,12,236
263840,Out of the Park Baseball 14,2,4,234
216670,Great Big War Game,2,4,232
230860,Cannon Brawl,2,5,232
319320,Time Mysteries 3: The Final Enigma,2,6,232
211140,DYNASTY WARRIORS 7 with Xtreme Legends,2,7,230
265690,NaissanceE,2,10,230
415610,Red Comrades Save the Galaxy: Reloaded,2,10,227
691150,Saku Saku: Love Blooms with the Cherry Blossoms,2,8,227
251690,Speedball 2 HD,2,2,226
805110,P.A.S.,2,12,225
373180,Kung Fury: Street Rage,2,7,224
858060,Idle Heist,2,6,222
548370,Rezrog,2,7,220
303790,Faery - Legends of Avalon,2,4,217
542260,The Herbalist,2,6,216
949970,Reborn In Wild City ????,2,17,215
470740,Demolish & Build 2017,2,19,212
527420,Demon Hunter 3: Revelation,2,6,212
542975,True Sight: The International 2017,2,2,209
102820,The Sims(TM) Medieval,2,3,208
3820,BloodRayne 2,2,7,207
220460,Cargo Commander,2,4,207
3800,Advent Rising,2,3,206
423900,Dinocide,2,2,204
394380,BattleStick,2,4,203
414660,Vampire Legends: The True Story of Kisilova,2,7,203
542350,Castle of no Escape 2,2,4,203
21670,Bionic Commando,2,7,200
224000,Project Eagle,2,7,197
269310,Infectonator : Survivors,2,10,193
374520,Champions of Anteria,2,2,193
633360,Remothered: Tormented Fathers,2,8,193
676820,Subsurface Circular,2,8,193
416320,Rescue Team 5,2,6,192
253150,Halfway,2,5,189
614910,#monstercakes,2,27,189
689090,Microtransaction Simulator,2,2,189
418120,Cally's Caves 3,2,5,188
363520,Goliath,2,3,187
369110,The Swindle,2,7,187
91100,SkyDrift,2,7,186
862480,The Spiral Scouts,2,3,186
324070,iO,2,5,185
16720,Velvet Assassin,2,6,183
262690,Little Racers STREET,2,8,183
365770,Volume,2,3,180
412520,Evil Defenders,2,4,177
476020,Reflection of Mine,2,7,177
653120,RockShot,2,2,176
269670,BADLAND: Game of the Year Edition,2,14,175
392260,Rogue Wizards,2,3,175
474030,The Abbey of Crime Extensum,2,2,175
279900,Soul Axiom,2,3,174
268220,Meltdown,2,5,172
294370,Crowntakers,2,5,170
338060,Mahjong Pretty Girls Battle,2,5,170
788210,The Bonfire: Forsaken Lands,2,3,170
805850,Wrecked,2,8,170
16730,Legendary,2,6,169
387860,the static speaks my name,2,6,168
746140,The walking zombie: Dead city,2,4,167
924650,???????????? ? Violet Detector.,2,8,167
396800,12 Labours of Hercules IV: Mother Nature,2,10,166
406870,Eventide: Slavic Fable,2,8,166
419460,"That Dragon, Cancer",2,3,165
485000,Cthulhu Realms,2,5,164
2840,X: Beyond the Frontier,2,5,159
204560,Confrontation,2,2,157
655770,Crimson Gray,2,4,157
692920,XXZ,2,4,157
31220,Sam & Max 301: The Penal Zone,2,4,156
406080,Ant War: Domination,2,2,156
425670,Seraph,2,6,156
552280,Tayutama 2 -you're the only one-,2,18,155
344840,Gratuitous Space Battles 2,2,5,154
436500,Diaries of a Spaceport Janitor,2,4,153
80360,Blackwell Deception,2,5,152
386280,Vendetta - Curse of Raven's Cry,2,4,152
337680,Star Hammer: The Vanguard Prophecy,2,5,150
553480,The Pirate's Fate,2,6,150
432190,Chef Solitaire: USA,2,7,149
464100,Codex of Victory,2,4,148
16030,7 Wonders: The Treasures of Seven,2,5,147
40380,Nail'd,2,4,147
48160,Tom Clancy's H.A.W.X. 2,2,2,146
380750,Anima Gate of Memories,2,3,145
251370,Escape Goat,2,2,142
362090,Siralim,2,3,139
489170,Galaxy Reavers,2,2,139
359960,Choice Chamber,2,6,138
482300,Investigator,2,4,138
488280,Gun Done,2,7,138
385370,Radiator 2: Anniversary Edition,2,5,137
781030,DK Online,2,7,137
3482,Peggle Deluxe Demo,2,6,136
11260,Pacific Storm: Allies,2,8,136
463160,Super Dungeon Tactics,2,5,135
98510,STORM: Frontline Nation,2,2,134
217790,Dogfight 1942,2,8,134
355250,STAR WARS?: TIE Fighter Special Edition,2,14,134
672730,Find You,2,4,134
328270,Leviathan: The Last Day of the Decade,2,3,133
806510,Her Lie I Tried To Believe,2,5,133
348510,Autobahn Police Simulator,2,20,132
415670,Highrise Heroes: Word Challenge,2,4,132
497860,Zezenia Online,2,10,132
804730,Third Front: WWII,2,5,131
336610,Outcast 1.1,2,8,130
209520,Mini Motor Racing EVO,2,3,129
250740,Ragnarok Online - Free to Play - European Version,2,4,128
473530,Slime-san,2,4,128
627620,Intelligent Design: An Evolutionary Sandbox,2,2,128
267600,Airport Simulator 2014,2,4,126
342370,Company of Heroes: Europe at War,2,6,126
352140,Finders,2,2,126
212780,New Star Soccer 5,2,5,125
247870,Redshirt,2,2,125
273390,Substance Painter 1.x,2,3,125
272040,KAMI,2,7,124
251630,The Impossible Game,2,3,123
261700,Eryi's Action,2,3,123
979600,Kaori After Story,2,5,123
440730,Survival Zombies The Inverted Evolution,2,3,122
529980,Book of Demons Demo,2,5,122
986020,Kunoichi Botan,2,9,121
644080,Alphabear: Hardcover Edition,2,3,120
298560,Captain Forever Remix,2,3,118
330100,BossConstructor,2,3,118
259910,Farming Giant,2,6,117
274010,Ship Simulator: Maritime Search and Rescue,2,11,117
603940,Pixel Shopkeeper,2,3,117
927310,????????????? Valencia Saga:Sophia's rebirth,2,18,117
205330,Law & Order: Legacies,2,2,116
390290,Bulb Boy,2,3,116
325930,Viking Squad,2,5,115
377880,Eternal Destiny,2,6,115
488220,Valcarta: Rise of the Demon,2,2,115
313240,Wilson Chronicles - Beta,2,4,114
537430,Inner Chains,2,2,114
260190,Marc Eck?'s Getting Up: Contents Under Pressure,2,6,113
560250,Galaxy Girls,2,7,113
291710,The Lost Crown,2,5,112
546930,Machine Hunt,2,11,111
590690,Sprint Vector,2,7,111
802200,Hellbound: Survival Mode,2,7,111
380220,Hover Junkers,2,8,110
742900,Sleeping Dawn,2,8,110
1500,Darwinia,2,9,108
40330,Secret Files: Tunguska,2,10,108
562470,??????Empire of Angels IV?,2,7,108
890920,Glitch,2,99,108
97110,Kohan: Immortal Sovereigns,2,2,107
326340,River City Super Sports Challenge ~All Stars Special~,2,10,105
458470,Grim Legends 3: The Dark City,2,10,105
822930,Wolf Tails,2,5,105
352070,Fort Meow,2,7,103
449550,Chicken Invaders 2,2,6,103
510490,The Fall Part 2: Unbound,2,3,103
21680,Bionic Commando Rearmed,2,3,102
80350,Blackwell Convergence,2,5,102
600720,Trackmania? Lagoon,2,9,102
238050,The Apogee Throwback Pack,2,6,101
252250,Maia,2,5,101
284390,The Last Door - Collector's Edition,2,6,101
94500,Back to the Future: Ep 2 - Get Tannen!,2,4,100
297760,Qvadriga,2,9,100
367080,Songbringer,2,4,99
390720,Anarcute,2,7,99
279440,Joe Dever's Lone Wolf HD Remastered,2,7,98
334290,Gates of Horizon,2,4,97
429610,The Emerald Maiden: Symphony of Dreams,2,6,97
684270,Silicon Zeroes,2,3,97
695100,Smoke and Sacrifice,2,6,97
318310,Choice of the Deathless,2,2,96
420270,Into the Void,2,3,96
546220,Red Comrades 3: Return of Alaska. Reloaded,2,5,96
569380,Alicia Griffith ? Lakeside Murder,2,3,96
13530,Prince of Persia: The Two Thrones,2,11,95
207530,Noitu Love 2 Devolution,2,2,95
329860,Catlateral Damage,2,7,94
342300,Zombie Kill of the Week - Reborn,2,6,94
427570,Dawn of Andromeda,2,4,94
469990,NEKOPALIVE,2,6,94
253690,Tiny Brains,2,6,93
411180,Dota 2 Player Profiles,2,3,93
788700,ValeGuard,2,3,93
844420,Demon's Rise - Lords of Chaos,2,5,93
317040,Strife: Veteran Edition,2,3,92
377330,Close Your Eyes,2,4,92
427700,Zwei: The Ilvard Insurrection,2,5,92
386690,Fantastic Contraption,2,8,91
22500,Spectromancer,2,8,90
492340,Pixel Cup Soccer 17,2,3,90
581520,Sakura Magical Girls,2,3,90
703840,Animal Super Squad,2,8,90
857690,Lagoon Lounge : The Poisonous Fountain,2,3,90
259870,OMG Zombies!,2,2,89
440880,The Count Lucanor,2,5,89
494740,Police Quest Collection,2,5,89
433170,Die Young,2,10,88
596940,Hide and Seek,2,4,88
95900,Air Conflicts - Secret Wars,2,7,87
730410,Music Band Manager,2,3,87
211970,Test Drive?: Ferrari Racing Legends,2,3,86
333880,Braveland Wizard,2,7,86
696180,Bullet Witch,2,4,86
576960,Out of The Box,2,3,85
623310,Arcfall,2,6,85
874650,XXX Puzzle,2,4,85
20550,Red Faction II,2,4,84
306490,Railroad Pioneer,2,7,84
335830,Distant Star: Revenant Fleet,2,4,82
380930,Train Valley Demo,2,4,82
656600,Slash It Ultimate,2,5,82
670350,The Free Ones,2,7,82
232970,Thunder Wolves,2,6,81
290260,Sokobond,2,4,81
347170,Combat Air Patrol 2,2,3,81
498330,Cats are Liquid - A Light in the Shadows,2,7,81
773520,Refight: Burning Engine,2,8,81
239090,Samurai Gunn,2,4,80
244910,Homesick,2,3,80
312920,Rugby League Live 3,2,5,80
379980,Panzermadels: Tank Dating Simulator,2,4,80
489610,Chicken Assassin: Reloaded,2,2,80
676740,Fidget Spinner Simulator,2,2,80
269050,Year Walk,2,3,79
515650,Straimium Immortaly,2,3,79
529910,ARK Park,2,7,79
891510,Love's Sweet Garnish,2,14,79
58570,The Next BIG Thing,2,5,77
302120,House of 1000 Doors: The Palm of Zoroaster Collector's Edition,2,5,77
341870,Tembo The Badass Elephant,2,4,77
370670,The Tale of a Common Man,2,3,77
465020,Sector Six,2,7,77
639300,Age of Gladiators II: Death League,2,3,77
450670,Table Top Racing: World Tour,2,8,76
961530,Maomao Discovery Team,2,4,76
593490,Empire Architect,2,5,75
998220,The Dungeon of Lulu Farea,2,9,75
2590,Alpha Prime,2,4,74
40350,Lost Horizon,2,6,74
547410,Peak Angle: Drift Online,2,6,74
344630,Princess Evangile,2,3,73
422610,1775: Rebellion,2,4,73
466920,Mugen Souls Z,2,5,73
613470,The Inner World: The Last Wind Monk,2,8,73
350530,Airport Firefighters - The Simulation,2,11,72
372210,Spooky Cats,2,5,72
615610,Orbt XL,2,7,72
637880,I wanna be The Cat,2,8,72
758320,Cursed Lands,2,5,72
854570,Pamali: Indonesian Folklore Horror,2,8,72
365480,Ravenmark: Scourge of Estellion,2,4,71
388370,Nova Blitz,2,5,71
447200,The Men of Yoshiwara: Ohgiya,2,4,71
525780,Doorways: Old Prototype,2,3,71
771310,Welcome to Light Fields,2,3,71
27400,Dangerous High School Girls in Trouble!,2,3,70
783240,DPD Zombieland,2,3,70
431510,Mystic Destinies: Serendipity of Aeons,2,4,69
699780,Endless Fables 2: Frozen Path,2,6,69
357380,Angry Video Game Nerd: The Movie,2,2,68
526490,Higurashi When They Cry Hou - Ch.4 Himatsubushi,2,4,68
611180,Super Street: The Game,2,3,68
613730,Need For Drink,2,8,68
696360,?????? (Chinese Paladin?Sword and Fairy 6),2,7,68
288880,Pineview Drive,2,5,66
389670,Formula Fusion,2,3,66
467360,Off-Peak,2,4,66
613390,DUNGEONS OF CHAOS,2,5,66
627820,England Exchange,2,4,66
696140,No Heroes Here,2,18,66
432980,INVERSUS Deluxe,2,4,65
459090,Masquerada: Songs and Shadows,2,3,65
472870,Higurashi When They Cry Hou - Ch.3 Tatarigoroshi,2,8,65
559260,Wayward Souls,2,4,64
316720,planetarian ~the reverie of a little planet~,2,3,63
408920,Krai Mira: Extended Cut,2,8,63
465180,One day in London,2,4,63
521500,Sakura Space,2,2,63
629220,Rise of Insanity,2,5,63
865880,??? - Through the Mist and Sky,2,5,63
655730,This Strange Realm Of Mine,2,4,62
282010,Carmageddon Max Pack,2,5,61
327260,Super Life of Pixel,2,6,61
496340,Fighting Fantasy Legends,2,5,61
648600,FINAL FANTASY XV WINDOWS EDITION MOD ORGANIZER,2,5,61
738500,The Parallax Effect,2,3,61
808080,Ultimate Racing 2D,2,7,61
888040,Metal Fatigue,2,14,61
306680,Lexica,2,4,60
319970,The Detail,2,5,60
377720,Idol Magical Girl Chiru Chiru Michiru Part 2,2,2,60
7020,Rogue Trooper,2,4,59
813700,Sakura Sadist,2,3,59
357670,Home Improvisation: Furniture Sandbox,2,4,58
375040,Death Tractor,2,2,58
393190,TSIOQUE,2,9,58
304950,Castaway Paradise,2,5,57
330570,Noct,2,2,57
354500,PAYDAY: The Web Series,2,5,57
884550,Mist of the Dark,2,3,57
338680,SpeedRunners Party Mode,2,7,56
403980,World Ship Simulator,2,2,56
600090,The Coma: Recut,2,6,56
611800,Jidousha Shakai,2,3,56
653220,Chroma Blast,2,2,56
